sentence,logit,prediction,sentiment_score
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,[0.00887441 0.95446926 0.03665633],negative,-0.94559485
CompaniesLord Livingston joins Dixons Carphone,[0.05205493 0.04876031 0.89918476],neutral,0.0032946244
Tesco names Deloitte as new auditor after accounting scandal,[0.02397882 0.13956265 0.8364585 ],neutral,-0.11558384
World's banks may halve jobs and branches within 10 years - Barclays ex-boss,[0.02304093 0.8665077  0.11045139],negative,-0.84346676
Severn Trent share price rises as first half profit inches up as customer ...,[0.94205576 0.0343323  0.02361194],positive,0.9077235
Clinigen chosen by AstraZeneca to manage access programme for next ...,[0.16013156 0.00825852 0.8316099 ],neutral,0.15187304
Valeant's Pearson says timing of return uncertain,[0.0322001  0.02640266 0.94139725],neutral,0.00579744
Aviva suspends trading in Â£1.8bn UK property fund,[0.00849446 0.94005805 0.05144756],negative,-0.9315636
Horizonte acquires neighbouring Glencore nickel property in Brazil,[0.11108919 0.01072611 0.8781847 ],neutral,0.100363076
Indy future in doubt as Johnston Press lines up deal for 'i',[0.27934378 0.55267155 0.1679847 ],negative,-0.27332777
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,[0.78213835 0.01543317 0.20242852],positive,0.76670516
"BHP Billiton half-year profit falls, beats forecasts",[0.01090018 0.9694728  0.01962693],negative,-0.9585726
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,[0.09074908 0.01101709 0.8982339 ],neutral,0.079731986
Barclays to speed up cost-cuts after new mis-selling hit,[0.77704096 0.1723044  0.05065459],positive,0.60473657
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",[0.11658479 0.03785653 0.84555864],neutral,0.07872826
HSBC Hit by Fresh Details of Tax Evasion Claims,[0.03487761 0.85813606 0.10698626],negative,-0.82325846
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",[0.27925512 0.01014398 0.7106009 ],neutral,0.26911116
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",[0.93666625 0.015388   0.04794578],positive,0.92127824
Wolseley says Nicholls won't join as finance chief,[0.02101343 0.13459389 0.84439266],neutral,-0.11358045
UK lawmakers warn Royal Mail against further price hikes,[0.16629341 0.7938878  0.03981882],negative,-0.62759435
StanChart and RBS struggle in Bank of England stress tests,[0.02273329 0.94178593 0.03548082],negative,-0.91905266
StanChart may see white knight takeover on painful recovery - CLSA,[0.03051313 0.5145544  0.45493254],negative,-0.48404124
AstraZeneca suffers setback after drug fails to treat eye cancer,[0.03081027 0.958527   0.01066263],negative,-0.92771673
News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,[0.4997626  0.06384602 0.4363914 ],positive,0.43591657
Retail giant Kingfisher reports 'solid' start to the year,[0.94630045 0.02795193 0.02574763],positive,0.9183485
Unilever Continues to Battle Soft Demand,[0.92694527 0.02567654 0.04737822],positive,0.9012687
Fresnillo Production Surges But Profit Hit By Lower Prices,[0.5202906  0.4495769  0.03013249],positive,0.0707137
Helge Lund moves to BG a month early,[0.03190754 0.03102256 0.93706995],neutral,0.0008849874
"Tesco set to sell Kipa, Giraffe businesses - Sky News",[0.06417589 0.01301571 0.9228084 ],neutral,0.051160175
"RBS warns of higher misconduct charges, obstacles ahead",[0.01437544 0.9515264  0.03409825],negative,-0.93715096
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",[0.48430285 0.01074725 0.5049499 ],neutral,0.4735556
Standard Life slips as Greek worries peg back Britain's FTSE,[0.02484565 0.9517764  0.02337802],negative,-0.9269307
Glencore sells agri unit stake for $2.5 billion to Canadian pension fund,[0.03893416 0.02005646 0.94100946],neutral,0.0188777
FCA bans former RBS Libor submitter,[0.01322449 0.89166254 0.09511289],negative,-0.87843806
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,[0.31217328 0.03577436 0.65205234],neutral,0.27639893
Standard Chartered Not Raising Capital Yet As Dividend Cut,[0.05077772 0.02800827 0.92121404],neutral,0.02276945
"Tesco set to sell Kipa, Giraffe businesses - Sky News",[0.06417589 0.01301571 0.9228084 ],neutral,0.051160175
United Utilities FY profit up 3.5%; to boost capex,[0.951679   0.02055364 0.02776729],positive,0.93112534
Sale of Tesco's Clubcard business to WPP on the verge of collapse,[0.01972006 0.19396208 0.7863179 ],neutral,-0.17424202
UK's Osborne may sell state-owned RBS shares at a loss -paper,[0.02225921 0.30741227 0.67032856],neutral,-0.28515306
Tesco Sale Is Asia's Biggest Private-Equity Deal,[0.10240076 0.008473   0.88912624],neutral,0.09392776
Industry NewsWolseley confident in reslilience amid mixed markets,[0.9437976  0.02312879 0.03307359],positive,0.9206688
Japan's Nikkei lands Financial Times in $1.3 billion deal,[0.41170645 0.19354221 0.3947514 ],positive,0.21816424
UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,[0.03031916 0.01901984 0.950661  ],neutral,0.011299323
UK regulators license BAT e-cigarette as quit-smoking medicine,[0.02591627 0.03960888 0.9344749 ],neutral,-0.013692616
"Aviva, M&G suspend property funds as investors panic",[0.02491038 0.22990045 0.7451892 ],neutral,-0.20499007
British American Tobacco drops and sues PwC over pollution scandal,[0.01285759 0.9316697  0.05547259],negative,-0.9188121
Aberdeen's shares slide as net outflows accelerate,[0.00748366 0.9687556  0.0237607 ],negative,-0.96127194
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,[0.93543285 0.01646455 0.04810259],positive,0.9189683
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",[0.02449456 0.263924   0.7115814 ],neutral,-0.23942944
Standard Chartered share price: Aberdeen CEO would back potential capital increase,[0.08830617 0.15700126 0.75469255],neutral,-0.06869508
Severn Trent share price jumps as Canadian investor renews pursuit of utility,[0.39834964 0.3533448  0.2483055 ],positive,0.045004845
France raises concerns over proposed LSE-Deutsche Boerse deal,[0.01956883 0.925875   0.05455622],negative,-0.90630615
Bunzl blames weakness in United States for first-half revenue slowdown,[0.0105761  0.96605474 0.02336921],negative,-0.95547867
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,[0.01871478 0.94017583 0.04110941],negative,-0.92146105
Tushar Morzaria is bookies' favourite to be new Barclays chief executive,[0.03409323 0.03541883 0.9304879 ],neutral,-0.0013255998
CompaniesG4S claims 'positive' start to the year,[0.94805694 0.02829453 0.02364845],positive,0.91976243
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",[0.0750327  0.31459183 0.6103754 ],neutral,-0.23955911
Shares in BAE Systems hit 10-month high on rating upgrade,[0.9371667  0.01772836 0.04510494],positive,0.91943836
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,[0.0359286  0.01635658 0.94771487],neutral,0.019572021
Royal Dutch Shell plc: Shell Updates on Alaska Exploration,[0.07027474 0.01563523 0.91409004],neutral,0.05463951
City spirits sink after Diageo comes up short with sales slide,[0.02643902 0.95336586 0.02019516],negative,-0.92692685
Tesco sales recover as focus returns to core business,[0.8846932  0.09194699 0.02335978],positive,0.7927462
London Stock Exchange unit in talks to operate Plato venue,[0.08129515 0.01165836 0.9070465 ],neutral,0.06963679
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,[0.87355244 0.00763318 0.11881439],positive,0.8659193
GSK joins China trade push as UK trumpets healthcare deals,[0.2719537  0.02960087 0.69844544],neutral,0.24235283
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",[0.03304876 0.3686435  0.5983077 ],neutral,-0.3355947
HSBC marks muted 150th birthday party with grain of rice sculptures,[0.08807928 0.02390193 0.8880188 ],neutral,0.06417735
Barclays appoints JPMorgan's Paul Compton as new COO,[0.03710197 0.02701178 0.93588626],neutral,0.010090187
Standard Chartered Shares Jump Most Since '12 After Upgrades,[0.5856968  0.2736032  0.14069998],positive,0.31209362
Italy Probes Shell's Role in Purchase of Nigerian Oil Block,[0.06437029 0.18507265 0.750557  ],neutral,-0.120702356
Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,[0.01207342 0.95309335 0.03483319],negative,-0.94101995
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,[0.57241374 0.37624407 0.05134217],positive,0.19616967
Randgold profit hit by poor gold price but dividend still increases,[0.0747424  0.9039154  0.02134216],negative,-0.829173
AstraZeneca does US$770mln anaesthetic deal,[0.23596184 0.02163198 0.7424062 ],neutral,0.21432985
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,[0.31217328 0.03577436 0.65205234],neutral,0.27639893
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,[0.0299174  0.9157439  0.05433869],negative,-0.88582647
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,[0.05338094 0.0143577  0.93226135],neutral,0.03902324
Pearson to cut 4000 jobs as it warns on profits,[0.01849541 0.94881296 0.03269159],negative,-0.9303176
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",[0.0432181  0.66953945 0.28724247],negative,-0.6263214
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,[0.03458137 0.46251267 0.50290596],neutral,-0.4279313
"Intertek Hit By Pound Strength, Oil & Gas Slowdown; Still Ups Dividend",[0.12922023 0.8393059  0.03147385],negative,-0.71008563
Tesco says recovery plan working after profit collapse,[0.7111303  0.03339417 0.25547546],positive,0.67773616
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,[0.37905762 0.01175668 0.6091857 ],neutral,0.36730093
Shell and BG Shareholders to Vote on Deal at End of January,[0.06907443 0.0134676  0.91745794],neutral,0.055606827
"Intercontinental Hotels, Starwood held early deal talks - FT",[0.07532489 0.01205593 0.9126191 ],neutral,0.06326896
Warren Buffett's Berkshire Hathaway buys stake in Apple,[0.04389654 0.01910776 0.93699574],neutral,0.024788784
Sunday Papers: Shire told to raise its offer by Baxalta investors,[0.0351172  0.32186842 0.6430143 ],neutral,-0.2867512
"Britain's FTSE bounces back, Mondi and Barratt lead",[0.79782546 0.06551383 0.13666071],positive,0.7323116
Glencore slashes 2015 capex budget as annual profits slip 2%,[0.00930444 0.9727836  0.01791196],negative,-0.96347916
Anheuser-Busch InBev Increases Offer for Rival SABMiller,[0.8012271  0.0932878  0.10548512],positive,0.70793927
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,[0.02773137 0.06932446 0.9029442 ],neutral,-0.04159309
"UPDATE 2-Exchanges, Barclays win dismissal of US high-frequency trading case",[0.22064613 0.31695262 0.46240127],neutral,-0.09630649
MarketsUS industrials lag as Barclays dims view,[0.03694143 0.8942615  0.06879704],negative,-0.8573201
Zurich Insurance Considering Offer for UK Rival RSA Insurance,[0.16016005 0.0102804  0.8295595 ],neutral,0.14987965
US DOJ antitrust unit subpoenas Mylan over pricing of doxycycline,[0.01461884 0.9107983  0.07458287],negative,-0.8961795
AstraZeneca sells US gout drug rights to Ironwood for up to $265 million,[0.14435174 0.00877132 0.846877  ],neutral,0.13558042
"Shell, Chevron Await LNG's Return From `Pause Mode'",[0.05065456 0.07660273 0.87274265],neutral,-0.025948174
Companies raise less money on London Stock Exchange in 2015,[0.02421735 0.5907044  0.38507834],negative,-0.566487
Shell and BG Shareholders to Vote on Deal at End of January,[0.06907443 0.0134676  0.91745794],neutral,0.055606827
Glencore shares rally after miner hits back,[0.3205228  0.602491   0.07698612],negative,-0.28196824
ABN Amro: Bank that brought down RBS poised for return to the market,[0.22341928 0.08132411 0.69525665],neutral,0.14209518
Verizon and AT&T accused of hurting rivals,[0.01495428 0.90202737 0.08301831],negative,-0.8870731
ARM swings to profit in fourth quarter,[0.7776757  0.18310305 0.03922133],positive,0.59457266
Johnson Matthey profit falls but dividend rises,[0.08182276 0.8987133  0.01946394],negative,-0.81689054
Auto Trader share price surges as company floats on LSE,[0.11759865 0.8457009  0.03670039],negative,-0.72810227
ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,[0.04753738 0.02630134 0.92616135],neutral,0.021236043
Hargreaves Landown slides on trading update,[0.02687076 0.09859334 0.8745359 ],neutral,-0.071722575
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",[0.01044768 0.93843955 0.0511127 ],negative,-0.92799187
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",[0.95119005 0.0241944  0.02461553],positive,0.92699564
Shell Targets Gains From Brazil to LNG With Takeover of BG Group,[0.89426005 0.01239662 0.09334341],positive,0.8818634
Four former Barclays bankers jailed over Libor,[0.01654799 0.91723    0.06622198],negative,-0.90068203
Tesco Cut to Junk at Moody's on Concern Revival to Take Time,[0.02493175 0.9489544  0.02611382],negative,-0.9240227
LPC-Glencore launches refinancing of $8.45billion loan,[0.4882776  0.01623468 0.49548772],neutral,0.47204295
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",[0.77425057 0.02350462 0.20224471],positive,0.75074595
Easyjet targets business travellers with new perks,[0.20562834 0.00960111 0.7847705 ],neutral,0.19602723
BP joins forces with Det Norske in Norway,[0.4017434  0.01898717 0.5792694 ],neutral,0.38275623
Shire proposes $30 bln all-share tie-up with Baxalta,[0.08466085 0.00994665 0.90539247],neutral,0.0747142
Tesco sales rise shows tentative recovery continues,[0.92644763 0.05306023 0.02049216],positive,0.8733874
Valeant Names Interim Leader as CEO Remains Hospitalized,[0.02017819 0.42558178 0.55424005],neutral,-0.40540358
AstraZeneca weighing up Acerta bid to secure blood cancer drug,[0.73688227 0.02234178 0.24077596],positive,0.7145405
BP asks for lower fine in penalty phase of Gulf spill trial,[0.3504595  0.24620683 0.40333366],neutral,0.10425265
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,[0.9412211  0.01642739 0.04235148],positive,0.9247937
"Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited",[0.10068388 0.01458929 0.8847268 ],neutral,0.08609459
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,[0.6837514  0.27617708 0.04007156],positive,0.40757433
SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,[0.9389582  0.02434536 0.03669641],positive,0.9146129
Silicon Fen' champion brings exacting approach to Rolls-Royce,[0.16671346 0.01008974 0.82319677],neutral,0.15662372
Tesco Said to Discuss Central and Eastern European Unit Sale,[0.06114003 0.01161682 0.9272431 ],neutral,0.049523205
Glencore launches refinancing of credit line,[0.15689975 0.01704641 0.8260538 ],neutral,0.13985334
Should You Follow Berkshire Hathaway Into Apple Stock?,[0.03539051 0.01930848 0.94530106],neutral,0.016082035
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,[0.16717279 0.01721524 0.81561196],neutral,0.14995754
FDA approves Shire's Vyvanse for binge-eating disorder,[0.57042295 0.02116702 0.40841004],positive,0.5492559
Entertainment One dispels ITV takeover rumours,[0.08504628 0.0910956  0.8238581 ],neutral,-0.0060493127
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",[0.8056425  0.17037083 0.02398672],positive,0.63527167
Oil Giant Shell to Cut Around 2800 Jobs Amid BG Takeover,[0.01110427 0.9649476  0.02394819],negative,-0.9538433
BAE Systems banks on US defence spending to fix sales slide,[0.5297428  0.32937697 0.14088021],positive,0.20036581
UK Christmas power demand to be lowest in 16 years â€“ National Grid,[0.01554855 0.8528588  0.13159278],negative,-0.83731025
CompaniesCompass serves up half year profit rise,[0.8290123  0.07165587 0.09933188],positive,0.7573564
UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100,[0.03189239 0.02544683 0.94266075],neutral,0.006445557
InterContinental Hotels Group share price climbs on $1.5bn special dividend,[0.59654087 0.09436622 0.30909285],positive,0.5021747
AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,[0.2696593  0.01137174 0.718969  ],neutral,0.25828758
Amazon to attack UK grocery market with Morrisons deal,[0.01944883 0.7516581  0.22889309],negative,-0.73220927
Tesco made a bit of a crucial error in this promotion for Ramadan...,[0.03837875 0.813383   0.1482383 ],negative,-0.7750042
"Falling oil prices hurt Hunting, Weir Group",[0.03497643 0.9001793  0.06484428],negative,-0.8652029
Morning Agenda: Shire's Deal for NPS,[0.11368114 0.01146249 0.8748564 ],neutral,0.10221865
AstraZeneca wins FDA approval for key new lung cancer pill,[0.817537   0.01867518 0.16378778],positive,0.79886186
FCA set to fine Lloyds record Â£100m over PPI,[0.31728253 0.05863823 0.6240792 ],neutral,0.2586443
"Barclays's Next CEO Should Be Investment Banker, Aberdeen Says",[0.02841206 0.02254675 0.9490411 ],neutral,0.005865313
RBS and Barclays shares temporarily suspended amid heavily losses,[0.01038634 0.90912753 0.08048611],negative,-0.8987412
Shire to buy NPS for $5.2 billion to boost rare disease drugs,[0.5271213  0.01062887 0.46224985],positive,0.5164924
Tesco's boardroom clearout continues,[0.02964014 0.815081   0.1552789 ],negative,-0.78544086
BHP Billiton says no settlement yet on Brazil dam disaster,[0.03772441 0.19585563 0.76642   ],neutral,-0.15813123
Arm buoyed by race to build the internet of things,[0.57378876 0.01559904 0.4106122 ],positive,0.55818975
AstraZeneca diabetes drug combination faces delay after FDA rebuff,[0.0424948 0.5194965 0.4380087],negative,-0.4770017
Amazon's grocery deal with Morrisons is only the beginning,[0.04781797 0.01628876 0.9358933 ],neutral,0.031529214
BAE Systems's sales boosted by European Typhoon and currencies,[0.954061   0.01623583 0.02970313],positive,0.93782514
CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,[0.24108867 0.70771104 0.05120031],negative,-0.46662235
Barclays CEO poaches risk head from JP Morgan,[0.03887535 0.5324024  0.42872226],negative,-0.49352705
BP signs $12 billion energy deal in Egypt,[0.25411013 0.01322576 0.7326641 ],neutral,0.24088436
Shire says internal synergy goals from Baxalta deal higher,[0.18097518 0.00904965 0.80997515],neutral,0.17192554
WPP wins race for 'programmatic buying' agency Essence Digital,[0.72361624 0.0144814  0.2619024 ],positive,0.7091348
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,[0.25079802 0.0095289  0.7396731 ],neutral,0.24126911
AstraZeneca investment eats into profit,[0.12099646 0.4336042  0.4453993 ],neutral,-0.31260777
"AstraZeneca bags another cancer drug deal, this time with Inovio",[0.62342495 0.01684353 0.35973153],positive,0.6065814
CompaniesCentrica shares drop 7% amid capital raise,[0.00952433 0.96687573 0.02359998],negative,-0.9573514
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,[0.03426081 0.9027939  0.06294525],negative,-0.8685331
UPDATE 1-Britain's Tullow says makes new oil find in Kenya,[0.87138236 0.02024677 0.10837092],positive,0.8511356
Britain's power supplies enough to meet winter demand - National Grid,[0.08983961 0.01778678 0.89237356],neutral,0.07205284
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,[0.05383395 0.01272318 0.93344283],neutral,0.041110776
UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,[0.21976794 0.02577348 0.7544586 ],neutral,0.19399446
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",[0.8923772  0.03580176 0.071821  ],positive,0.8565754
PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters,[0.03468025 0.5147863  0.45053336],negative,-0.48010606
Shell CEO van Beurden's remuneration fell in 2015,[0.01325422 0.96481144 0.02193432],negative,-0.9515572
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",[0.14359108 0.8298887  0.02652018],negative,-0.68629766
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",[0.02449456 0.263924   0.7115814 ],neutral,-0.23942944
Shell seeks to remove Greenpeace activists from oil rig,[0.02184923 0.82201034 0.15614045],negative,-0.8001611
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",[0.07503269 0.31459185 0.6103754 ],neutral,-0.23955917
Pearson Forecasts Rising Earnings as Reorganization Pays Off,[0.9491597  0.02388391 0.02695641],positive,0.9252758
Morrisons faces festive sales test,[0.8520438  0.09525551 0.05270066],positive,0.7567883
Aviva shuts Friends Life head office in rapid integration move,[0.00798152 0.9339157  0.05810272],negative,-0.92593414
Tesco to pay Â£8m to settle class-action lawsuit after accounting scandal,[0.04297541 0.86583745 0.09118717],negative,-0.822862
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,[0.06463344 0.01724742 0.9181192 ],neutral,0.047386024
