sentence,logit,prediction,sentiment_score
"Price analysis 10/14: BTC, ETH, XRP, BCH, BNB, LINK, DOT, ADA, LTC, BSV",[0.02195004 0.01508385 0.96296614],neutral,0.006866185
"Regrets — Ripple’s CTO sold 40,000 Ether for just $1 each",[0.03526195 0.13156825 0.8331698 ],neutral,-0.0963063
"Price analysis 10/12: BTC, ETH, XRP, BCH, BNB, LINK, DOT, ADA, LTC, CRO",[0.02130153 0.01593806 0.9627603 ],neutral,0.005363472
"Top 5 cryptocurrencies to watch this week: BTC, XRP, ADA, XMR, ATOM",[0.04858162 0.0118173  0.93960106],neutral,0.036764324
"Price analysis 10/9: BTC, ETH, XRP, BCH, BNB, DOT, LINK, CRO, LTC, BSV",[0.02131961 0.01966584 0.9590146 ],neutral,0.0016537607
Community reacts to new DoJ crypto enforcement guidelines,[0.04317715 0.06091316 0.89590967],neutral,-0.017736014
"Price analysis 10/7: BTC, ETH, XRP, BCH, BNB, DOT, LINK, LTC, CRO, BSV",[0.02152002 0.0207423  0.9577377 ],neutral,0.0007777177
US is losing 'tech cold war with China' says Ripple co-founder,[0.017339   0.95579875 0.02686224],negative,-0.93845975
"Price analysis 10/5: BTC, ETH, XRP, BNB, BCH, DOT, LINK, CRO, LTC, ADA",[0.0223907  0.01844213 0.95916724],neutral,0.0039485786
"XRP Ledger blockchain energizes decarbonization, but tokenization a challenge",[0.06770819 0.01947242 0.91281945],neutral,0.048235767
"Price analysis 10/2: BTC, ETH, XRP, BCH, BNB, DOT, LINK, CRO, BSV, LTC",[0.02250839 0.02334785 0.9541438 ],neutral,-0.0008394625
Japanese esports company to pay its players in XRP,[0.1057812 0.4923144 0.4019043],negative,-0.3865332
"Price analysis 9/30: BTC, ETH, XRP, BCH, BNB, DOT, LINK, BSV, CRO, ADA",[0.02136474 0.01940889 0.95922637],neutral,0.00195585
"Price analysis 9/28: BTC, ETH, XRP, BCH, BNB, DOT, LINK, ADA, BSV, CRO",[0.02187057 0.01791    0.9602195 ],neutral,0.0039605703
"Price analysis 9/25: BTC, ETH, XRP, BCH, DOT, LINK, BNB, CRO, LTC, BSV",[0.02206078 0.01876218 0.9591771 ],neutral,0.0032985993
Bitcoin bull Tim Draper reveals the secrets of his altcoin portfolio,[0.04214467 0.05995224 0.89790314],neutral,-0.017807577
"Price analysis 9/23: BTC, ETH, XRP, BCH, DOT, BNB, CRO, LTC, LINK, BSV",[0.02260453 0.02156785 0.95582765],neutral,0.0010366794
"Price analysis 9/21: BTC, ETH, XRP, BCH, DOT, BNB, LINK, CRO, LTC, BSV",[0.02250078 0.02017713 0.9573221 ],neutral,0.0023236498
"Price analysis 9/18: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV",[0.02233379 0.02061484 0.9570514 ],neutral,0.0017189495
"Price analysis 9/16: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV",[0.022719   0.02085543 0.9564256 ],neutral,0.0018635672
"Price analysis 9/14: BTC, ETH, XRP, BNB, DOT, LINK, BCH, CRO, LTC, BSV",[0.0228606  0.02052725 0.9566121 ],neutral,0.0023333468
"Price analysis 9/11: BTC, ETH, XRP, LINK, BCH, DOT, BNB, LTC, CRO, BSV",[0.02231163 0.02066456 0.95702386],neutral,0.0016470682
"Price analysis 9/9: BTC, ETH, XRP, LINK, BCH, DOT, BNB, BSV, LTC, CRO",[0.02160212 0.02233708 0.95606077],neutral,-0.00073496625
DeFi boom leaves former altcoin darlings in the dust — But for how long?,[0.09310672 0.4612266  0.4456667 ],negative,-0.3681199
"Price analysis 9/7: BTC, ETH, XRP, LINK, BCH, DOT, BSV, BNB, LTC, CRO",[0.02149223 0.02393433 0.95457345],neutral,-0.0024420917
"Price analysis 9/4: BTC, ETH, XRP, LINK, BCH, DOT, LTC, CRO, BNB, BSV",[0.02253495 0.02187349 0.95559156],neutral,0.0006614551
SBI Holdings to set up blockchain-based digital stock exchange in Osaka,[0.05031603 0.00376105 0.9459229 ],neutral,0.046554975
"Price analysis 9/2: BTC, ETH, XRP, LINK, BCH, LTC, BNB, CRO, BSV, ADA",[0.02316147 0.02331463 0.9535239 ],neutral,-0.00015315786
Tether surpasses XRP by market cap again,[0.78306353 0.02523324 0.19170327],positive,0.75783026
"Price analysis 8/31: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS",[0.02156254 0.01833094 0.9601065 ],neutral,0.0032316018
"Price analysis 8/28: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS",[0.02218216 0.02032734 0.9574905 ],neutral,0.0018548146
"Japanese financial giant SBI to launch CFDs for Bitcoin, Ether and XRP",[0.42252716 0.00738997 0.57008284],neutral,0.4151372
Flare proposes new bridge to allow XRP to be used on Ethereum,[0.5515642 0.0076565 0.4407793],positive,0.5439077
"Price analysis 8/26: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, ADA",[0.02304918 0.02003271 0.95691806],neutral,0.0030164719
Ripple filed four US trademark applications this month,[0.03141516 0.05995952 0.9086253 ],neutral,-0.028544366
Ripple faces lawsuit in Australia over ‘PayID’ branding,[0.0254404  0.90987766 0.0646819 ],negative,-0.88443726
"Price analysis 8/24: BTC, ETH, XRP, BCH, LINK, LTC, BSV, CRO, BNB, ADA",[0.022612   0.02011814 0.9572699 ],neutral,0.0024938565
Youtuber Explains How Crypto Scammers Took Control of His Account,[0.04950109 0.30932036 0.64117855],neutral,-0.25981927
"Price Analysis 8/21: BTC, ETH, XRP, BCH, LINK, LTC, BSV, ADA, BNB, CRO",[0.02303774 0.02229417 0.95466805],neutral,0.00074356794
"XRP Is Not a Security, Argues US Congressman Tom Emmer",[0.04122098 0.24517052 0.7136085 ],neutral,-0.20394954
"Price Analysis 8/19: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, BNB, EOS",[0.02132774 0.01989993 0.95877236],neutral,0.0014278088
"XRP Isn’t Competing With Stablecoins and CBDCs, Says Ripple Exec",[0.40414485 0.02790249 0.5679527 ],neutral,0.37624237
"Price Analysis 8/17: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, EOS, BNB",[0.02293039 0.01754833 0.9595213 ],neutral,0.0053820573
"Price Analysis 8/14: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, BNB, CRO",[0.02311981 0.02215954 0.9547206 ],neutral,0.0009602681
"Ripple CEO Fires Back at NYT Reporter, ‘Ripple Has No Plans to Reset Our Strategy’",[0.05531618 0.4763022  0.4683816 ],negative,-0.42098603
Why Santander Doesn’t Want to Use Ripple for International Payments Yet,[0.04122147 0.09901606 0.8597625 ],neutral,-0.05779459
Ripple Aims to Become the Amazon of the Cryptocurrency World,[0.0483316  0.00638658 0.94528186],neutral,0.041945025
"Price Analysis 8/12: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, XTZ, BNB",[0.02414844 0.01349403 0.9623575 ],neutral,0.010654411
"Price Analysis 8/10: BTC, ETH, XRP, BCH, LINK, BSV, LTC, ADA, BNB, CRO",[0.02211566 0.02030174 0.95758253],neutral,0.0018139239
"Price Analysis 8/7: BTC, ETH, XRP, BCH, BSV, LTC, ADA, LINK, BNB, CRO",[0.02217852 0.02255196 0.9552696 ],neutral,-0.000373438
"Price Analysis 8/5: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, LINK, CRO",[0.02294433 0.02136798 0.9556877 ],neutral,0.0015763436
Do You Know The Most Valuable Blockchain Companies?,[0.02317177 0.01594023 0.960888  ],neutral,0.0072315354
"World Gov’ts Eye Blockchain as Dollar’s Power Wanes, Says Ripple CEO",[0.02302251 0.91813123 0.05884618],negative,-0.8951087
Ripple Q2 2020 Report: XRP Sales Increased 19-Fold,[0.9482086  0.01732531 0.03446617],positive,0.9308833
"Price Analysis 8/3: BTC, ETH, XRP, BCH, BSV, LTC, ADA, CRO, BNB, LINK",[0.02227926 0.01653163 0.96118915],neutral,0.0057476293
XRP Price Gains 40% in One Week But Can It Continue Rally to $0.50?,[0.7852857 0.1595419 0.0551724],positive,0.6257438
"Price Analysis 7/31: BTC, ETH, XRP, BCH, BSV, LTC, ADA,CRO, BNB, EOS",[0.02196645 0.01866814 0.9593654 ],neutral,0.0032983068
Lawsuit: Investors Can't Prove Ripple Knew XRP Had ‘No Utility’,[0.03333471 0.7889546  0.17771073],negative,-0.7556199
XRP Is Up 30% and Has 30 New Whales,[0.94041175 0.01999767 0.03959061],positive,0.9204141
Australian Watchdog Issues Warning on Fake Celebrity-Endorsed Crypto Ads,[0.02513765 0.9180959  0.05676642],negative,-0.8929582
"Price Analysis 7/29: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, BNB, EOS",[0.02211565 0.02148972 0.9563946 ],neutral,0.00062592886
Can XRP Price Follow Bitcoin and Hit $0.30? Watch These Key Levels,[0.06144268 0.01169994 0.92685735],neutral,0.049742743
"Price Analysis 7/27: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, BNB, EOS",[0.02328444 0.02214664 0.95456886],neutral,0.001137808
"Price Analysis 7/24: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, LINK",[0.0220725  0.01793872 0.95998883],neutral,0.004133776
"Price Analysis 7/22: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, LINK, BNB",[0.0242974  0.02104886 0.9546537 ],neutral,0.0032485388
"Price Analysis 7/20: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, LINK, CRO",[0.02262541 0.0219599  0.9554147 ],neutral,0.0006655045
"Price Analysis 7/17: BTC, ETH, XRP, BCH, ADA, BSV, LINK, LTC, BNB, CRO",[0.02317704 0.02289206 0.9539309 ],neutral,0.00028498657
Cardano’s ADA Price Continues Upward Push as Goguen Upgrade Approaches,[0.85818833 0.03431113 0.10750057],positive,0.8238772
"Price Analysis 7/15: BTC, ETH, XRP, BCH, ADA, BSV, LINK, LTC, BNB, CRO",[0.02226801 0.02129129 0.9564406 ],neutral,0.0009767246
"Price Analysis 7/13: BTC, ETH, XRP, BCH, ADA, BSV, BNB, LTC, CRO, LINK",[0.02188015 0.01656927 0.9615506 ],neutral,0.0053108763
New ‘Altseason’ Visualized: Top 10 Cryptos Outperforming Bitcoin,[0.18810691 0.43632117 0.37557197],negative,-0.24821426
"Price Analysis 7/10: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",[0.02174202 0.01903285 0.9592251 ],neutral,0.0027091708
One of Ripple’s Co-Founders Is Spending a Fortune Installing Cameras in San Francisco,[0.05831238 0.01382912 0.9278585 ],neutral,0.04448326
Santander Adds Several Available Regions For App in Partnership With Ripple,[0.09560987 0.00500985 0.89938027],neutral,0.09060002
Bitso Hits 1M Users as Crypto Adoption Spikes in Latin America,[0.8758666  0.06418148 0.05995193],positive,0.8116851
"Price Analysis 7/8: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",[0.0217123  0.02175328 0.95653445],neutral,-4.0985644e-05
"Price Analysis 7/6: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, CRO, EOS",[0.02194811 0.02099633 0.9570555 ],neutral,0.00095178
"Price Analysis 7/3: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, EOS. CRO",[0.02196971 0.02007154 0.95795876],neutral,0.0018981751
Ripple Likely Sold XRP in an Unregistered Securities Offering,[0.02329937 0.01541471 0.96128595],neutral,0.007884659
"SBI Invests $30M in B2C2, Largest Proclaimed Market Maker in XRP",[0.3952624  0.00701978 0.59771776],neutral,0.3882426
"Price Analysis 7/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, ADA, CRO, EOS",[0.02247986 0.02129768 0.9562225 ],neutral,0.0011821799
XRP Price Can Outperform Bitcoin in the Short Term — Here’s Why,[0.5091516  0.43096432 0.05988411],positive,0.07818726
"Price Analysis 6/29: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.02234223 0.02072425 0.9569335 ],neutral,0.0016179867
Indian Banks Act Slow to Accept Crypto Industry Despite RBI’s Approval,[0.17131644 0.57239085 0.2562927 ],negative,-0.4010744
"Price Analysis 6/26: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.02264878 0.01937928 0.957972  ],neutral,0.003269501
Ripple Exec: Slow Response on Blockchain Could be ‘Potential Catastrophe’ for US,[0.01735823 0.9473928  0.03524901],negative,-0.9300346
"Price Analysis 6/24: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.02218969 0.01898034 0.95883   ],neutral,0.0032093432
SBI Ripple Asia CEO Expects Greater ODL Expansion Into Asia by 2021,[0.9072209  0.00991188 0.08286725],positive,0.897309
"Price Analysis 6/22: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.02311147 0.02116034 0.9557282 ],neutral,0.0019511301
Can XRP Reclaim the Throne in Japan? BitBank Analyzes the Latest Data,[0.07439668 0.0225108  0.90309256],neutral,0.051885873
Here Comes ‘Shelley’: ADA Price Excels With Cardano Upgrade Inbound,[0.61227375 0.08709072 0.30063552],positive,0.525183
Blockchain Community Sounds Off in Support of Juneteenth,[0.3830132  0.13549487 0.48149192],neutral,0.24751832
"Price Analysis 6/19: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.02160733 0.01853577 0.9598569 ],neutral,0.0030715615
"Ripple, Brave and Huobi Join Instant Global Payments Network PayID",[0.15835464 0.00940822 0.8322371 ],neutral,0.14894642
XRP Army’s Cost Basis Per Coin Is $1.38 — 7X the Current Price,[0.0313629  0.05133382 0.91730326],neutral,-0.01997092
Ripple Touts XRP Use in New Crypto Framework Suggested for India,[0.06999642 0.00921934 0.9207843 ],neutral,0.060777083
"Price Analysis 6/17: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.02238652 0.0194582  0.9581553 ],neutral,0.002928324
"“XRP is Not a Security” Says Ex-CFTC Chairman, Now Paid by Ripple",[0.03834661 0.13097548 0.83067787],neutral,-0.09262887
Phishing Sites Use Trick Letters in Domain Names to Steal XRP,[0.04574136 0.65774184 0.29651684],negative,-0.61200047
"Price Analysis 6/15: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.02208497 0.01950397 0.9584111 ],neutral,0.0025809966
Ripple to Expand On-Demand Liquidity to Brazil ‘Very Soon’,[0.91594666 0.00848157 0.07557166],positive,0.9074651
"Price Analysis 6/12: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.02288815 0.01706163 0.9600502 ],neutral,0.0058265124
"Price Analysis 6/10: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.02246529 0.01744523 0.96008945],neutral,0.0050200634
MoneyGram Sees 100% Growth Against 2019 Usage,[0.8958245  0.01069285 0.09348271],positive,0.88513166
"Price Analysis 6/8: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.0225563  0.01923384 0.9582099 ],neutral,0.0033224616
"Price Analysis 6/5: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.02255893 0.01860359 0.95883745],neutral,0.003955342
Charlie Shrem's Way to Bitcoin: From Millionaire to Felon and Beyond,[0.10396905 0.01921713 0.8768139 ],neutral,0.08475193
"Price Analysis 6/3: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02391806 0.01687615 0.9592058 ],neutral,0.0070419107
Ripple and Brazil’s Central Bank Hold Closed Meeting to Discuss ‘Institutional Matters’,[0.10678686 0.1004407  0.7927724 ],neutral,0.006346166
Ripple's ODL Network Records ATH for XRP/AUD on BTC Markets Exchange,[0.08771425 0.4697634  0.44252238],negative,-0.38204914
"Price Analysis 6/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02387241 0.01676638 0.9593612 ],neutral,0.0071060285
XRP Price Must Shake 30-Month Lows Vs. Bitcoin to Start Rally,[0.545802   0.25676835 0.19742967],positive,0.28903365
Hashpower Could Migrate From East to West as Global Mining Landscape Changes,[0.09542137 0.17709176 0.7274869 ],neutral,-0.08167039
"Price Analysis 5/29: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02311909 0.0171527  0.9597282 ],neutral,0.005966395
Messari: XRP Inflation Rate Five Times Higher Than Bitcoin’s,[0.5286328  0.07284632 0.3985208 ],positive,0.4557865
"Price Analysis 5/27: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02454063 0.01693107 0.9585283 ],neutral,0.0076095574
Ripple CEO Says US Regulators Must Embrace Crypto or Fall Behind China,[0.12543157 0.13153404 0.74303436],neutral,-0.0061024725
"Price Analysis 5/25: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02353116 0.01543782 0.961031  ],neutral,0.008093338
"Tether Unseats XRP As Third-Largest Crypto, Dwarfing Its Volume 25:1",[0.5161275  0.39698344 0.08688901],positive,0.11914408
"Price Analysis 5/22: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02406513 0.01736323 0.9585716 ],neutral,0.006701894
Bitcoin Has 140 Times More Daily Active Addresses Than XRP,[0.04483682 0.01780407 0.93735904],neutral,0.02703275
"Price Analysis 5/20: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.02307045 0.0159179  0.96101165],neutral,0.00715255
"Price Analysis 5/18: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02335349 0.01536618 0.96128035],neutral,0.007987311
US Consumer Protection Agency Recognizes XRP’s Potential in Remittance,[0.5678768  0.01083445 0.42128876],positive,0.55704236
Crypto Traders Are Longing ETH (And Not Much Else),[0.05484531 0.22989865 0.715256  ],neutral,-0.17505333
Ripple Settlements Are Coming to Japanese ATMs,[0.21211529 0.1056829  0.68220174],neutral,0.106432386
"Price Analysis 5/15: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02249008 0.01513163 0.9623783 ],neutral,0.0073584514
"Price Analysis 5/13: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02322931 0.01442025 0.9623505 ],neutral,0.008809066
Ripple Seems to Be Developing a Blockchain-Based Working Capital Loans Product,[0.04793318 0.00394282 0.94812405],neutral,0.043990366
"Most Transactions on XRP, EOS and Tezos Don't Transfer Any Value",[0.01878693 0.02510467 0.9561084 ],neutral,-0.0063177403
Tether USDT Surpasses XRP as the 3rd-Largest Cryptocurrency,[0.8274004  0.0213555  0.15124407],positive,0.8060449
SBI Holdings CEO: Ripple Partners Could Help Pandemic Supply Chain,[0.81925523 0.01147734 0.1692675 ],positive,0.8077779
Ripple's XRP Ushers in Wallet Termination Capability,[0.08239272 0.00801015 0.90959716],neutral,0.07438257
"Price Analysis 5/8: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02282463 0.01620016 0.96097517],neutral,0.006624464
New Report Explains Why XRP Takes Weekends Off,[0.05940677 0.1740204  0.76657283],neutral,-0.11461362
"Price Analysis 5/6: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02289747 0.01598556 0.96111697],neutral,0.006911911
Ripple Joins ISO Global Standards Body on Cross-Border Payments,[0.1657988  0.00977039 0.82443076],neutral,0.1560284
Ripple Hit With Another Lawsuit Alleging XRP Security Laws Violations,[0.0315507 0.8728919 0.0955575],negative,-0.8413412
"Price Analysis 5/4: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02406396 0.01695286 0.95898324],neutral,0.0071111023
"Many Blockchain Projects Are Uniquely Suited to COVID-19 Research, Here’s How",[0.04675915 0.00418964 0.94905126],neutral,0.042569518
MoneyGram Reports 'Quiet Quarter' For Ripple Partnership,[0.1743127  0.58607715 0.2396101 ],negative,-0.41176444
"Price Analysis 5/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.02362998 0.01636148 0.9600085 ],neutral,0.0072684977
Ripple’s XRP Sales Fall to $1.75M as ODL Network Volume Triples,[0.01048617 0.97855693 0.01095691],negative,-0.96807075
World's First Crypto Bank Adds Support for Ripple's XRP,[0.7293553  0.02520361 0.2454411 ],positive,0.7041517
Ripple CTO Sees YouTube Channel Suspended Amid Lawsuit,[0.02021892 0.91551876 0.0642623 ],negative,-0.89529985
"Price Analysis 4/29: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM",[0.02312688 0.01665792 0.9602152 ],neutral,0.006468959
"Price Analysis 4/27: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM",[0.02457823 0.01585488 0.95956695],neutral,0.008723356
Litigation and Steady Price Decline — Can XRP Sustain Such Attrition?,[0.23612165 0.06169154 0.7021868 ],neutral,0.1744301
"Price Analysis 4/24: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK",[0.02238205 0.01399288 0.9636251 ],neutral,0.008389171
