sentence,logit,prediction,sentiment_score
"XRP Isn’t Competing With Stablecoins and CBDCs, Says Ripple Exec",[0.27856365 0.45210862 0.2693277 ],negative,-0.17354497
"Price Analysis 8/17: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, EOS, BNB",[0.26441488 0.44515505 0.29043004],negative,-0.18074018
"Price Analysis 8/14: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, BNB, CRO",[0.24647132 0.4505583  0.30297044],negative,-0.20408699
"Ripple CEO Fires Back at NYT Reporter, ‘Ripple Has No Plans to Reset Our Strategy’",[0.2574648 0.475029  0.2675062],negative,-0.2175642
Why Santander Doesn’t Want to Use Ripple for International Payments Yet,[0.26650363 0.45780635 0.27569   ],negative,-0.19130272
Ripple Aims to Become the Amazon of the Cryptocurrency World,[0.27344725 0.4628125  0.2637402 ],negative,-0.18936527
"Price Analysis 8/12: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, XTZ, BNB",[0.26531097 0.4481704  0.28651863],negative,-0.18285942
"Price Analysis 8/10: BTC, ETH, XRP, BCH, LINK, BSV, LTC, ADA, BNB, CRO",[0.25863054 0.4464049  0.29496452],negative,-0.18777436
"Price Analysis 8/7: BTC, ETH, XRP, BCH, BSV, LTC, ADA, LINK, BNB, CRO",[0.24975778 0.44873172 0.30151048],negative,-0.19897394
"Price Analysis 8/5: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, LINK, CRO",[0.24596989 0.4500788  0.30395132],negative,-0.2041089
Do You Know The Most Valuable Blockchain Companies?,[0.2649311 0.4482802 0.2867887],negative,-0.18334907
"World Gov’ts Eye Blockchain as Dollar’s Power Wanes, Says Ripple CEO",[0.2685012 0.4644514 0.2670474],negative,-0.19595021
Ripple Q2 2020 Report: XRP Sales Increased 19-Fold,[0.27519056 0.45435926 0.27045015],negative,-0.1791687
"Price Analysis 8/3: BTC, ETH, XRP, BCH, BSV, LTC, ADA, CRO, BNB, LINK",[0.26622808 0.4464252  0.2873467 ],negative,-0.18019712
XRP Price Gains 40% in One Week But Can It Continue Rally to $0.50?,[0.26641655 0.456999   0.2765844 ],negative,-0.19058245
"Price Analysis 7/31: BTC, ETH, XRP, BCH, BSV, LTC, ADA,CRO, BNB, EOS",[0.2632221  0.43760455 0.2991734 ],negative,-0.17438245
Lawsuit: Investors Can't Prove Ripple Knew XRP Had ‘No Utility’,[0.26787847 0.46961853 0.26250303],negative,-0.20174006
XRP Is Up 30% and Has 30 New Whales,[0.2715327  0.47252974 0.25593752],negative,-0.20099702
Australian Watchdog Issues Warning on Fake Celebrity-Endorsed Crypto Ads,[0.25207838 0.4554615  0.29246008],negative,-0.20338312
"Price Analysis 7/29: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, BNB, EOS",[0.2634268  0.4374868  0.29908642],negative,-0.17405999
Can XRP Price Follow Bitcoin and Hit $0.30? Watch These Key Levels,[0.27459142 0.4457576  0.27965096],negative,-0.17116618
"Price Analysis 7/27: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, BNB, EOS",[0.26008794 0.4385736  0.3013385 ],negative,-0.17848566
"Price Analysis 7/24: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, LINK",[0.26703644 0.4434689  0.28949457],negative,-0.17643246
"Price Analysis 7/22: BTC, ETH, XRP, BCH, BSV, ADA, LTC, CRO, LINK, BNB",[0.2532274  0.4471349  0.29963768],negative,-0.1939075
"Price Analysis 7/20: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, LINK, CRO",[0.2481586  0.44913104 0.30271038],negative,-0.20097244
"Price Analysis 7/17: BTC, ETH, XRP, BCH, ADA, BSV, LINK, LTC, BNB, CRO",[0.24462835 0.45020598 0.30516568],negative,-0.20557763
Cardano’s ADA Price Continues Upward Push as Goguen Upgrade Approaches,[0.27625218 0.46457016 0.25917768],negative,-0.18831798
"Price Analysis 7/15: BTC, ETH, XRP, BCH, ADA, BSV, LINK, LTC, BNB, CRO",[0.24745145 0.45024005 0.30230853],negative,-0.20278859
"Price Analysis 7/13: BTC, ETH, XRP, BCH, ADA, BSV, BNB, LTC, CRO, LINK",[0.26614043 0.44669497 0.28716463],negative,-0.18055454
New ‘Altseason’ Visualized: Top 10 Cryptos Outperforming Bitcoin,[0.27008325 0.45973393 0.27018288],negative,-0.18965068
"Price Analysis 7/10: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",[0.26794666 0.44100443 0.2910489 ],negative,-0.17305776
One of Ripple’s Co-Founders Is Spending a Fortune Installing Cameras in San Francisco,[0.2686067  0.47381583 0.25757748],negative,-0.20520914
Santander Adds Several Available Regions For App in Partnership With Ripple,[0.27775735 0.45578554 0.26645708],negative,-0.1780282
Bitso Hits 1M Users as Crypto Adoption Spikes in Latin America,[0.27082893 0.45681614 0.27235487],negative,-0.1859872
"Price Analysis 7/8: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",[0.26066872 0.44119895 0.2981324 ],negative,-0.18053022
"Price Analysis 7/6: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, CRO, EOS",[0.26219574 0.43948692 0.29831734],negative,-0.17729118
"Price Analysis 7/3: BTC, ETH, XRP, BCH, BSV, LTC, ADA, BNB, EOS. CRO",[0.2650928 0.4463585 0.2885487],negative,-0.18126571
Ripple Likely Sold XRP in an Unregistered Securities Offering,[0.27253923 0.4680274  0.25943333],negative,-0.19548818
"SBI Invests $30M in B2C2, Largest Proclaimed Market Maker in XRP",[0.27245256 0.46045753 0.26708987],negative,-0.18800497
"Price Analysis 7/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, ADA, CRO, EOS",[0.26183406 0.4404573  0.29770863],negative,-0.17862326
XRP Price Can Outperform Bitcoin in the Short Term — Here’s Why,[0.27410197 0.46070945 0.26518857],negative,-0.18660748
"Price Analysis 6/29: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.26590198 0.4392309  0.2948671 ],negative,-0.1733289
Indian Banks Act Slow to Accept Crypto Industry Despite RBI’s Approval,[0.2745058  0.45964372 0.26585054],negative,-0.18513793
"Price Analysis 6/26: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.2685218  0.43906513 0.29241306],negative,-0.17054334
Ripple Exec: Slow Response on Blockchain Could be ‘Potential Catastrophe’ for US,[0.27283934 0.4629945  0.26416612],negative,-0.19015515
"Price Analysis 6/24: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.26939762 0.43922716 0.29137525],negative,-0.16982955
SBI Ripple Asia CEO Expects Greater ODL Expansion Into Asia by 2021,[0.275779  0.4624135 0.2618075],negative,-0.18663448
"Price Analysis 6/22: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.2613028 0.4416997 0.2969975],negative,-0.18039691
Can XRP Reclaim the Throne in Japan? BitBank Analyzes the Latest Data,[0.27257547 0.4476381  0.27978644],negative,-0.17506263
Here Comes ‘Shelley’: ADA Price Excels With Cardano Upgrade Inbound,[0.27737126 0.4554806  0.26714808],negative,-0.17810935
Blockchain Community Sounds Off in Support of Juneteenth,[0.27225387 0.45437458 0.27337155],negative,-0.18212071
"Price Analysis 6/19: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.2692018  0.44044286 0.29035532],negative,-0.17124107
"Ripple, Brave and Huobi Join Instant Global Payments Network PayID",[0.2664999  0.44767895 0.2858212 ],negative,-0.18117905
XRP Army’s Cost Basis Per Coin Is $1.38 — 7X the Current Price,[0.27254757 0.46561766 0.26183477],negative,-0.19307008
Ripple Touts XRP Use in New Crypto Framework Suggested for India,[0.2722162  0.462837   0.26494676],negative,-0.19062081
"Price Analysis 6/17: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, CRO",[0.26793677 0.43994373 0.29211956],negative,-0.17200696
"“XRP is Not a Security” Says Ex-CFTC Chairman, Now Paid by Ripple",[0.27410373 0.45827848 0.26761776],negative,-0.18417475
Phishing Sites Use Trick Letters in Domain Names to Steal XRP,[0.26323932 0.46877643 0.2679842 ],negative,-0.20553711
"Price Analysis 6/15: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, CRO, ADA",[0.26690656 0.44194707 0.2911464 ],negative,-0.17504051
Ripple to Expand On-Demand Liquidity to Brazil ‘Very Soon’,[0.2778323  0.4649824  0.25718528],negative,-0.18715009
"Price Analysis 6/12: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.2690041  0.44282418 0.28817177],negative,-0.17382008
"Price Analysis 6/10: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.26925847 0.44517362 0.28556788],negative,-0.17591515
MoneyGram Sees 100% Growth Against 2019 Usage,[0.27374235 0.45984867 0.26640898],negative,-0.18610632
"Price Analysis 6/8: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.26782337 0.44178912 0.2903875 ],negative,-0.17396575
"Price Analysis 6/5: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, ADA, XTZ",[0.26916346 0.4419897  0.2888468 ],negative,-0.17282623
Charlie Shrem's Way to Bitcoin: From Millionaire to Felon and Beyond,[0.26116633 0.44711658 0.2917171 ],negative,-0.18595025
"Price Analysis 6/3: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.26689383 0.43980807 0.29329813],negative,-0.17291424
Ripple and Brazil’s Central Bank Hold Closed Meeting to Discuss ‘Institutional Matters’,[0.2728744  0.45211926 0.27500638],negative,-0.17924488
Ripple's ODL Network Records ATH for XRP/AUD on BTC Markets Exchange,[0.27595243 0.45160753 0.27244008],negative,-0.1756551
"Price Analysis 6/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.2686523  0.43966556 0.29168212],negative,-0.17101327
XRP Price Must Shake 30-Month Lows Vs. Bitcoin to Start Rally,[0.27056903 0.46162748 0.26780343],negative,-0.19105846
Hashpower Could Migrate From East to West as Global Mining Landscape Changes,[0.2738337  0.47129893 0.25486732],negative,-0.19746524
"Price Analysis 5/29: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.26942992 0.43616328 0.29440677],negative,-0.16673335
Messari: XRP Inflation Rate Five Times Higher Than Bitcoin’s,[0.27236167 0.46204713 0.2655912 ],negative,-0.18968546
"Price Analysis 5/27: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.2688349  0.43723768 0.29392743],negative,-0.16840279
Ripple CEO Says US Regulators Must Embrace Crypto or Fall Behind China,[0.27076554 0.45783752 0.27139693],negative,-0.18707198
"Price Analysis 5/25: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.27095366 0.43903586 0.29001054],negative,-0.1680822
"Tether Unseats XRP As Third-Largest Crypto, Dwarfing Its Volume 25:1",[0.27088848 0.46456236 0.26454914],negative,-0.19367388
"Price Analysis 5/22: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.26748613 0.4374406  0.2950732 ],negative,-0.16995448
Bitcoin Has 140 Times More Daily Active Addresses Than XRP,[0.2674967  0.46479625 0.2677071 ],negative,-0.19729954
"Price Analysis 5/20: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",[0.27058843 0.44079247 0.2886191 ],negative,-0.17020404
"Price Analysis 5/18: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.2694115  0.43660712 0.2939814 ],negative,-0.16719562
US Consumer Protection Agency Recognizes XRP’s Potential in Remittance,[0.27966994 0.45739412 0.26293597],negative,-0.17772418
Crypto Traders Are Longing ETH (And Not Much Else),[0.26914516 0.46792987 0.26292494],negative,-0.19878471
Ripple Settlements Are Coming to Japanese ATMs,[0.27183345 0.4690609  0.2591056 ],negative,-0.19722745
"Price Analysis 5/15: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.270183   0.43930462 0.2905123 ],negative,-0.16912162
"Price Analysis 5/13: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.26854557 0.4396094  0.29184505],negative,-0.17106384
Ripple Seems to Be Developing a Blockchain-Based Working Capital Loans Product,[0.2726183  0.46940672 0.257975  ],negative,-0.19678843
"Most Transactions on XRP, EOS and Tezos Don't Transfer Any Value",[0.2706701  0.4548869  0.27444297],negative,-0.18421683
Tether USDT Surpasses XRP as the 3rd-Largest Cryptocurrency,[0.27618027 0.45877096 0.26504877],negative,-0.1825907
SBI Holdings CEO: Ripple Partners Could Help Pandemic Supply Chain,[0.27463076 0.46549603 0.25987327],negative,-0.19086528
Ripple's XRP Ushers in Wallet Termination Capability,[0.27247092 0.46472836 0.26280072],negative,-0.19225743
"Price Analysis 5/8: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.2686463  0.43699357 0.29436016],negative,-0.16834727
New Report Explains Why XRP Takes Weekends Off,[0.27048042 0.46641976 0.26309982],negative,-0.19593933
"Price Analysis 5/6: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.270583   0.4369025  0.29251444],negative,-0.16631949
Ripple Joins ISO Global Standards Body on Cross-Border Payments,[0.2745051 0.4631382 0.2623567],negative,-0.18863308
Ripple Hit With Another Lawsuit Alleging XRP Security Laws Violations,[0.27381143 0.46807432 0.25811425],negative,-0.19426289
"Price Analysis 5/4: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.2701572  0.43722093 0.29262194],negative,-0.16706374
"Many Blockchain Projects Are Uniquely Suited to COVID-19 Research, Here’s How",[0.27133283 0.4380596  0.29060754],negative,-0.16672677
MoneyGram Reports 'Quiet Quarter' For Ripple Partnership,[0.26938635 0.46214417 0.26846942],negative,-0.19275782
"Price Analysis 5/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",[0.26923648 0.43785518 0.2929084 ],negative,-0.16861871
Ripple’s XRP Sales Fall to $1.75M as ODL Network Volume Triples,[0.26928645 0.44047415 0.29023942],negative,-0.1711877
World's First Crypto Bank Adds Support for Ripple's XRP,[0.26987883 0.4568     0.27332112],negative,-0.18692118
Ripple CTO Sees YouTube Channel Suspended Amid Lawsuit,[0.26420847 0.46709716 0.26869437],negative,-0.2028887
"Price Analysis 4/29: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM",[0.26930457 0.43441117 0.29628432],negative,-0.1651066
"Price Analysis 4/27: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM",[0.2673932  0.43528497 0.2973219 ],negative,-0.16789177
Litigation and Steady Price Decline — Can XRP Sustain Such Attrition?,[0.26839095 0.46286407 0.26874492],negative,-0.19447312
"Price Analysis 4/24: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK",[0.2687287  0.44421503 0.28705624],negative,-0.17548633
Community Fraud Site Tracks 8.5M XRP Lost to Giveaway Scams,[0.25663447 0.46049994 0.28286558],negative,-0.20386547
XRP Price May Be Headed for $0.30 With Bitcoin Making Higher Highs,[0.27190736 0.46005026 0.2680423 ],negative,-0.1881429
