sentence,logit,prediction,sentiment_score
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",[0.9587922  0.02044665 0.02076114],positive,0.93834555
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",[0.95326626 0.02380279 0.02293099],positive,0.92946345
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",[0.9468708  0.02931862 0.02381063],positive,0.9175522
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",[0.95089346 0.01469467 0.03441184],positive,0.9361988
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",[0.9517586  0.02025174 0.02798962],positive,0.9315069
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",[0.9466814  0.01219204 0.04112666],positive,0.93448937
"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",[0.80420864 0.0098274  0.18596387],positive,0.79438126
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",[0.95608765 0.01705946 0.02685281],positive,0.9390282
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",[0.9523158  0.0256704  0.02201384],positive,0.9266454
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),[0.9558926  0.02139497 0.02271238],positive,0.93449765
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",[0.9495854  0.01519611 0.03521846],positive,0.9343893
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,[0.95693403 0.01714666 0.02591928],positive,0.9397874
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",[0.95637524 0.0204489  0.02317593],positive,0.9359263
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",[0.9561133  0.02046611 0.02342058],positive,0.9356472
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",[0.9568637  0.02020949 0.02292679],positive,0.9366542
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",[0.8825007  0.0132615  0.10423782],positive,0.8692392
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",[0.95857054 0.01938284 0.02204664],positive,0.9391877
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",[0.9534754  0.02109791 0.02542668],positive,0.9323775
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",[0.95676386 0.0173441  0.02589195],positive,0.93941975
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",[0.92452294 0.01049636 0.06498072],positive,0.91402656
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,[0.94189763 0.02943905 0.02866338],positive,0.9124586
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",[0.95600325 0.01873296 0.02526383],positive,0.9372703
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",[0.94443655 0.01693124 0.03863231],positive,0.9275053
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",[0.9561484  0.0169677  0.02688392],positive,0.9391807
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",[0.95888853 0.01690317 0.02420836],positive,0.94198537
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",[0.95161325 0.02230704 0.02607964],positive,0.9293062
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",[0.9530864  0.02689062 0.02002298],positive,0.92619574
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",[0.7778821  0.00785764 0.21426031],positive,0.7700245
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",[0.90032434 0.07763892 0.02203678],positive,0.8226854
Sales have risen in other export markets .,[0.95573264 0.01812192 0.02614534],positive,0.93761075
Sales increased due to growing market rates and increased operations .,[0.95812243 0.016335   0.02554261],positive,0.9417874
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,[0.9503066  0.01282533 0.03686804],positive,0.9374813
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",[0.88599056 0.00824886 0.10576061],positive,0.8777417
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,[0.952287   0.01859105 0.02912189],positive,0.933696
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",[0.9551298  0.02024231 0.02462792],positive,0.93488747
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",[0.95622194 0.01604314 0.02773494],positive,0.9401788
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",[0.94795954 0.03029997 0.0217405 ],positive,0.9176596
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",[0.92687756 0.01298525 0.0601371 ],positive,0.9138923
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",[0.13142452 0.83930814 0.02926727],negative,-0.7078836
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",[0.94874793 0.0180111  0.03324093],positive,0.93073684
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,[0.9504469  0.02080648 0.02874666],positive,0.9296404
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",[0.9499438  0.02066588 0.02939025],positive,0.9292779
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,[0.9548596  0.0260455  0.01909493],positive,0.9288141
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",[0.71410364 0.01055227 0.2753441 ],positive,0.70355135
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",[0.89094555 0.01460643 0.09444801],positive,0.87633914
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,[0.9395756  0.01625626 0.04416818],positive,0.92331934
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",[0.9030376  0.00666103 0.09030143],positive,0.89637655
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",[0.90481794 0.03732155 0.05786047],positive,0.8674964
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",[0.9414548  0.01163799 0.04690712],positive,0.92981684
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,[0.73507947 0.01298382 0.25193676],positive,0.72209567
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,[0.85455424 0.00596892 0.13947687],positive,0.8485853
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",[0.9398056  0.01227136 0.04792307],positive,0.9275343
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",[0.9504197  0.02915104 0.0204293 ],positive,0.9212687
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,[0.9518874  0.0129414  0.03517122],positive,0.938946
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",[0.949884   0.02786668 0.02224933],positive,0.92201734
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",[0.95781785 0.01610542 0.02607667],positive,0.94171244
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",[0.8797694  0.00844525 0.11178531],positive,0.8713241
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",[0.74227166 0.00757253 0.2501558 ],positive,0.73469913
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",[0.9452191  0.03214238 0.02263849],positive,0.9130767
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,[0.9514082  0.02796815 0.02062368],positive,0.92344004
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,[0.9561137  0.02018186 0.02370444],positive,0.93593186
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",[0.95269555 0.02700697 0.02029749],positive,0.92568856
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",[0.9544607  0.02208385 0.02345547],positive,0.9323768
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,[0.9548366  0.02345953 0.02170386],positive,0.93137705
An individual promotion also generated slightly higher-than-expected revenues .,[0.95974195 0.01889276 0.02136534],positive,0.9408492
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,[0.932396   0.0100923  0.05751174],positive,0.9223037
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",[0.9582092  0.02234816 0.01944268],positive,0.93586105
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,[0.9540418  0.01199128 0.03396691],positive,0.9420505
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,[0.95790404 0.01736882 0.02472719],positive,0.94053525
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,[0.8556316  0.01467528 0.1296932 ],positive,0.84095633
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,[0.94536954 0.01347735 0.04115315],positive,0.9318922
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",[0.9532979  0.01594792 0.03075419],positive,0.93735
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",[0.9535811  0.02474977 0.02166908],positive,0.92883134
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",[0.9527252  0.02548613 0.02178868],positive,0.92723906
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",[0.9517654  0.02469012 0.02354453],positive,0.9270753
"International sales rose by 59.8 % to EUR 1,244.4 mn .",[0.95825934 0.02011989 0.02162075],positive,0.93813944
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,[0.95001656 0.0233284  0.0266551 ],positive,0.92668813
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,[0.9486861  0.02634555 0.02496843],positive,0.9223406
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",[0.9563605  0.01819176 0.02544773],positive,0.93816876
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",[0.95333695 0.02712063 0.01954244],positive,0.9262163
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",[0.8905268  0.09162933 0.01784392],positive,0.79889745
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,[0.9523864  0.02349395 0.02411974],positive,0.92889243
Operating profit margin increased from 11.2 % to 11.7 % .,[0.9582113  0.01774502 0.02404363],positive,0.9404663
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,[0.9514828  0.02679851 0.02171877],positive,0.9246843
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,[0.9521844  0.02600854 0.02180705],positive,0.92617583
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",[0.9562892  0.02315256 0.02055824],positive,0.9331366
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",[0.9552369  0.0233752  0.02138791],positive,0.9318617
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",[0.95330095 0.02005479 0.02664426],positive,0.93324614
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,[0.93581885 0.01567974 0.04850145],positive,0.92013913
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",[0.9588743  0.01684833 0.02427732],positive,0.94202596
Sanoma Magazines ' net sales are estimated to grow in 2006 .,[0.93775076 0.00979076 0.05245852],positive,0.92796
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,[0.9480218  0.01421859 0.03775956],positive,0.93380326
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",[0.18545675 0.02188169 0.79266155],neutral,0.16357505
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",[0.9546905  0.02300586 0.02230358],positive,0.9316847
The Department Store Division reported an increase in sales of 4 per cent .,[0.9498673  0.02047146 0.02966113],positive,0.92939585
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,[0.945679   0.02548883 0.02883209],positive,0.92019016
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",[0.95901215 0.01716883 0.02381904],positive,0.94184333
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",[0.9498024  0.02323253 0.02696507],positive,0.9265699
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",[0.9436084  0.01079858 0.04559301],positive,0.9328098
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,[0.95953214 0.01979902 0.0206688 ],positive,0.93973315
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",[0.6898267  0.00682703 0.30334622],positive,0.6829997
"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",[0.9478531  0.01206001 0.04008696],positive,0.9357931
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',[0.8287462  0.00641124 0.16484252],positive,0.82233495
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,[0.94654006 0.02809239 0.02536758],positive,0.9184477
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",[0.94781667 0.01803786 0.03414554],positive,0.9297788
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,[0.94374365 0.01460697 0.04164941],positive,0.9291367
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,[0.94995207 0.02897679 0.02107114],positive,0.92097527
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,[0.9539975  0.02494531 0.02105713],positive,0.9290522
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,[0.94780886 0.02773794 0.02445329],positive,0.92007095
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,[0.9540956  0.02008938 0.02581504],positive,0.9340062
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,[0.9348458  0.01685543 0.04829874],positive,0.9179904
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,[0.95102996 0.02727013 0.02169985],positive,0.9237598
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",[0.922063   0.0109774  0.06695954],positive,0.9110856
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,[0.77922386 0.00656426 0.21421184],positive,0.7726596
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,[0.6922129  0.0156583  0.29212883],positive,0.67655456
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",[0.94911355 0.01532778 0.03555878],positive,0.9337858
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",[0.9574839  0.01720159 0.02531457],positive,0.9402823
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",[0.6822673  0.00743835 0.3102944 ],positive,0.67482895
"Again , the most significant sales increase of 18.6 % was in Russia .",[0.9068474  0.01539843 0.07775418],positive,0.891449
Alma Media expects its net sales to increase as forecast previously .,[0.95646715 0.01575542 0.02777753],positive,0.94071174
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,[0.95236415 0.02431758 0.02331834],positive,0.9280466
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",[0.9569886  0.02099904 0.02201237],positive,0.9359895
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",[0.9566065  0.01446662 0.02892684],positive,0.94213986
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",[0.9298373  0.00954461 0.060618  ],positive,0.9202927
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",[0.9577294  0.02187734 0.02039336],positive,0.93585205
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",[0.9577296  0.02247531 0.01979503],positive,0.9352543
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",[0.9576216 0.0228289 0.0195496],positive,0.9347927
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",[0.9573448  0.02250633 0.02014888],positive,0.9348384
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",[0.95967263 0.02135561 0.01897167],positive,0.938317
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",[0.9584378  0.02175752 0.01980468],positive,0.93668026
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",[0.95846486 0.02182362 0.01971158],positive,0.9366412
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",[0.95807064 0.02217922 0.01975019],positive,0.9358914
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",[0.9581965  0.02226688 0.01953666],positive,0.93592966
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",[0.9585912  0.02187951 0.01952924],positive,0.9367117
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",[0.9582684  0.02209868 0.01963288],positive,0.93616974
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",[0.9585779  0.02183838 0.01958367],positive,0.9367395
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",[0.95727354 0.02277047 0.01995601],positive,0.9345031
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",[0.9579418  0.02260857 0.01944964],positive,0.9353332
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",[0.957293   0.02266872 0.02003834],positive,0.93462425
Cargo volume grew by 7 % .,[0.9591825  0.01573278 0.02508475],positive,0.94344974
Cargo volume increased by approximately 5 % .,[0.9573052  0.01630286 0.02639189],positive,0.9410023
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",[0.9540627  0.02651227 0.01942506],positive,0.92755044
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",[0.95802045 0.02267147 0.01930803],positive,0.935349
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,[0.95417774 0.02428745 0.02153483],positive,0.9298903
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,[0.9586364  0.02240707 0.01895656],positive,0.93622935
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,[0.95436233 0.02374481 0.02189293],positive,0.9306175
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,[0.95430446 0.02359214 0.02210334],positive,0.93071234
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,[0.95234    0.02442981 0.02323022],positive,0.9279102
EBIT margin was up from 1.4 % to 5.1 % .,[0.9562     0.01894388 0.02485606],positive,0.9372561
