sentence,logit,prediction,sentiment_score
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,[0.35178387 0.4158288  0.2323873 ],negative,-0.06404492
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",[0.369707   0.42524537 0.20504755],negative,-0.055538386
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",[0.36989576 0.43002307 0.2000812 ],negative,-0.060127318
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",[0.37487003 0.4267644  0.19836557],negative,-0.051894367
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",[0.3729187  0.42503655 0.20204476],negative,-0.052117854
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",[0.36993992 0.4324843  0.19757582],negative,-0.062544376
Sales have risen in other export markets .,[0.38308287 0.41469392 0.20222321],negative,-0.031611055
Sales increased due to growing market rates and increased operations .,[0.38008252 0.41683573 0.20308177],negative,-0.036753207
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,[0.38434285 0.41525742 0.2003997 ],negative,-0.030914575
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",[0.35930988 0.43287075 0.20781933],negative,-0.073560864
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",[0.37486988 0.42299318 0.2021369 ],negative,-0.0481233
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",[0.37023786 0.4222086  0.20755354],negative,-0.05197075
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",[0.37546274 0.42163166 0.20290563],negative,-0.046168923
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,[0.37424722 0.42220536 0.20354743],negative,-0.047958136
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",[0.36231846 0.43148693 0.20619464],negative,-0.06916848
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",[0.3761384  0.4132777  0.21058396],negative,-0.037139297
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,[0.3714274  0.40762976 0.22094285],negative,-0.03620237
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",[0.3618016  0.42816693 0.21003152],negative,-0.06636533
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,[0.37121698 0.42357817 0.20520483],negative,-0.05236119
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,[0.3750973  0.42247552 0.20242713],negative,-0.047378212
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",[0.36113584 0.4345019  0.20436226],negative,-0.073366046
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",[0.36881348 0.42931455 0.20187193],negative,-0.06050107
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",[0.35111275 0.4249794  0.22390786],negative,-0.073866636
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,[0.36712363 0.430026   0.20285043],negative,-0.06290236
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,[0.36939007 0.42526826 0.20534165],negative,-0.055878192
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",[0.36333427 0.43202242 0.20464331],negative,-0.068688154
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",[0.36916953 0.42972606 0.20110439],negative,-0.06055653
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,[0.36982498 0.42724827 0.20292673],negative,-0.057423294
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,[0.36753532 0.42444307 0.2080216 ],negative,-0.056907743
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",[0.3663334  0.42871982 0.2049468 ],negative,-0.062386423
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,[0.38163733 0.42095146 0.1974112 ],negative,-0.03931412
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,[0.3674098  0.43052155 0.20206867],negative,-0.06311175
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,[0.3788561  0.42341122 0.19773269],negative,-0.044555128
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",[0.3648403  0.42435074 0.21080895],negative,-0.05951044
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",[0.36408353 0.43048456 0.20543191],negative,-0.066401035
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",[0.37187922 0.4244515  0.20366931],negative,-0.05257228
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",[0.36821043 0.4310364  0.20075315],negative,-0.06282598
"International sales rose by 59.8 % to EUR 1,244.4 mn .",[0.3681139 0.4298854 0.2020007],negative,-0.061771482
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,[0.3732027  0.42033273 0.20646454],negative,-0.04713002
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,[0.3708665  0.42787528 0.20125821],negative,-0.057008773
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",[0.37282842 0.42295995 0.20421161],negative,-0.05013153
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",[0.36393347 0.43231863 0.20374788],negative,-0.068385154
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,[0.36723876 0.4322119  0.20054932],negative,-0.064973146
Operating profit margin increased from 11.2 % to 11.7 % .,[0.37188837 0.4268123  0.20129931],negative,-0.05492392
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,[0.36284474 0.4324792  0.20467606],negative,-0.06963447
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,[0.3652673  0.43148857 0.20324418],negative,-0.06622127
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",[0.36788028 0.4296081  0.20251158],negative,-0.06172782
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",[0.36786422 0.42586318 0.20627262],negative,-0.057998955
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",[0.3829217  0.41549805 0.20158021],negative,-0.032576352
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",[0.36920255 0.4225322  0.2082652 ],negative,-0.053329647
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",[0.36335462 0.43331754 0.20332779],negative,-0.06996292
The Department Store Division reported an increase in sales of 4 per cent .,[0.3766725  0.41793603 0.20539148],negative,-0.04126352
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,[0.36446506 0.43032706 0.20520782],negative,-0.065862
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",[0.36660412 0.42935356 0.20404232],negative,-0.062749445
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",[0.3878846  0.407672   0.20444342],negative,-0.019787401
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,[0.36588362 0.43161857 0.2024978 ],negative,-0.06573495
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,[0.3516403  0.42688835 0.22147131],negative,-0.07524803
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",[0.36995202 0.42575306 0.20429496],negative,-0.055801034
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,[0.36525407 0.42899215 0.20575373],negative,-0.06373808
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,[0.36525518 0.4321114  0.20263338],negative,-0.066856235
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,[0.36944124 0.4261833  0.20437542],negative,-0.056742072
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,[0.3698206  0.42625314 0.20392624],negative,-0.056432545
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",[0.3724057  0.42219144 0.20540284],negative,-0.049785733
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",[0.38605127 0.41482854 0.19912022],negative,-0.028777272
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",[0.3570046  0.4370059  0.20598954],negative,-0.080001295
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",[0.3713262  0.429286   0.19938777],negative,-0.057959795
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",[0.36824897 0.42872998 0.20302106],negative,-0.060481012
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",[0.36725515 0.42894885 0.20379598],negative,-0.0616937
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",[0.36663273 0.4298097  0.20355763],negative,-0.06317696
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",[0.36638653 0.42997485 0.20363855],negative,-0.06358832
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",[0.3652098  0.4315218  0.20326845],negative,-0.066312015
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",[0.3668052  0.43012422 0.20307055],negative,-0.06331903
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",[0.36453283 0.4307318  0.20473543],negative,-0.066198975
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",[0.3658261  0.43017977 0.20399413],negative,-0.064353675
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",[0.36590785 0.42988044 0.20421176],negative,-0.06397259
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",[0.36632794 0.42995492 0.20371719],negative,-0.063626975
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",[0.3635911  0.4321558  0.20425309],negative,-0.06856468
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",[0.3667024  0.4290767  0.20422089],negative,-0.062374294
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",[0.36818463 0.4284795  0.20333591],negative,-0.060294867
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",[0.36764038 0.42848963 0.20387   ],negative,-0.06084925
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",[0.3675124  0.42844865 0.20403895],negative,-0.060936242
Cargo volume increased by approximately 5 % .,[0.38127476 0.4196593  0.199066  ],negative,-0.038384527
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",[0.36194646 0.43455964 0.2034939 ],negative,-0.07261318
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",[0.36751866 0.42835775 0.20412359],negative,-0.060839087
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,[0.36934197 0.42620063 0.20445742],negative,-0.05685866
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,[0.37027594 0.4241739  0.20555018],negative,-0.053897947
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,[0.37010926 0.42570066 0.20419009],negative,-0.055591404
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,[0.37004197 0.4256206  0.20433743],negative,-0.05557862
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,[0.36695245 0.42597827 0.2070693 ],negative,-0.059025824
EBIT margin was up from 1.4 % to 5.1 % .,[0.36575574 0.4281629  0.20608136],negative,-0.062407166
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",[0.36691743 0.42189234 0.2111902 ],negative,-0.054974914
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",[0.3726291  0.42573592 0.20163502],negative,-0.053106815
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",[0.35910416 0.409242   0.23165387],negative,-0.050137848
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",[0.37500438 0.41680014 0.20819546],negative,-0.04179576
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,[0.36153838 0.42660612 0.21185556],negative,-0.06506774
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,[0.3635836  0.42824343 0.208173  ],negative,-0.064659834
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",[0.36383116 0.42051575 0.21565312],negative,-0.056684583
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,[0.36810663 0.42734918 0.20454425],negative,-0.059242547
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,[0.3669499  0.42816207 0.20488812],negative,-0.061212182
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,[0.36709413 0.42215332 0.21075253],negative,-0.055059195
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",[0.3674701  0.4137719  0.21875805],negative,-0.046301812
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",[0.3584575  0.41906136 0.22248113],negative,-0.060603857
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,[0.36700127 0.42071003 0.2122887 ],negative,-0.053708762
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,[0.36494088 0.43055654 0.20450257],negative,-0.065615654
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",[0.36320895 0.4321849  0.20460613],negative,-0.068975955
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",[0.35418764 0.42113307 0.22467932],negative,-0.06694543
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",[0.372012   0.42667162 0.20131642],negative,-0.054659635
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",[0.3752752  0.4176792  0.20704566],negative,-0.042403996
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",[0.38185704 0.412852   0.205291  ],negative,-0.030994952
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",[0.37477353 0.41760966 0.20761685],negative,-0.04283613
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",[0.3889951  0.40963936 0.20136555],negative,-0.020644248
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",[0.35932246 0.43693602 0.20374149],negative,-0.07761356
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",[0.36408097 0.43164256 0.20427647],negative,-0.0675616
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",[0.36537474 0.43091315 0.20371212],negative,-0.06553841
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",[0.372513   0.42605737 0.20142959],negative,-0.053544372
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",[0.36886543 0.42916068 0.20197389],negative,-0.060295254
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",[0.36709583 0.43085998 0.2020442 ],negative,-0.063764155
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",[0.37214038 0.42506438 0.20279521],negative,-0.052924007
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",[0.36870888 0.4281612  0.20312995],negative,-0.059452325
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,[0.37365952 0.42378086 0.20255968],negative,-0.050121337
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",[0.37465975 0.41870922 0.206631  ],negative,-0.04404947
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",[0.3779263  0.41865268 0.203421  ],negative,-0.040726393
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,[0.3728891  0.4248621  0.20224875],negative,-0.051972985
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",[0.3577187  0.40822384 0.23405749],negative,-0.05050513
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",[0.3529656  0.41503188 0.23200259],negative,-0.062066287
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",[0.35984367 0.4233874  0.21676892],negative,-0.06354374
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",[0.35171813 0.414194   0.23408782],negative,-0.06247586
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",[0.35334986 0.4151182  0.23153196],negative,-0.061768323
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",[0.3654254  0.42972085 0.20485373],negative,-0.06429544
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,[0.36205763 0.43787363 0.20006877],negative,-0.075816005
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",[0.3655397  0.4347248  0.19973554],negative,-0.06918511
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",[0.36643845 0.43285224 0.20070924],negative,-0.06641379
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,[0.36885583 0.4296916  0.20145258],negative,-0.06083578
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",[0.36720875 0.43170935 0.20108184],negative,-0.0645006
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,[0.36788908 0.43105787 0.2010531 ],negative,-0.063168794
