sentence,logit,prediction,sentiment_score
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",[0.22388816 0.534555   0.24155687],negative,-0.31066686
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",[0.22408149 0.53998184 0.23593664],negative,-0.31590036
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",[0.22390512 0.54170614 0.23438874],negative,-0.31780103
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",[0.22709057 0.542038   0.23087136],negative,-0.31494746
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,[0.21813059 0.559099   0.22277041],negative,-0.34096843
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",[0.22250931 0.5511917  0.22629897],negative,-0.32868236
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",[0.22061114 0.5298647  0.24952413],negative,-0.30925357
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",[0.22252394 0.5398741  0.23760197],negative,-0.31735015
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",[0.22585776 0.5394613  0.23468097],negative,-0.31360355
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",[0.2294942  0.533857   0.23664881],negative,-0.30436277
Sales have risen in other export markets .,[0.22579646 0.5343819  0.23982161],negative,-0.30858546
Sales increased due to growing market rates and increased operations .,[0.22731064 0.5224297  0.25025967],negative,-0.29511905
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,[0.2264899  0.5312572  0.24225289],negative,-0.3047673
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",[0.22887677 0.5389787  0.23214453],negative,-0.31010193
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",[0.22784962 0.53759027 0.2345601 ],negative,-0.30974066
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",[0.23169897 0.53682476 0.23147625],negative,-0.30512577
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",[0.2277222 0.5324362 0.2398416],negative,-0.304714
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,[0.23561423 0.52574605 0.23863976],negative,-0.2901318
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",[0.23448946 0.54101926 0.22449128],negative,-0.30652982
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,[0.22732951 0.5367174  0.23595305],negative,-0.30938792
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",[0.23166648 0.5440324  0.22430113],negative,-0.31236592
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",[0.23181054 0.530835   0.23735449],negative,-0.29902443
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",[0.22880898 0.54448414 0.22670686],negative,-0.31567514
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,[0.22688797 0.5384025  0.23470953],negative,-0.31151453
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,[0.22810735 0.5360492  0.23584348],negative,-0.30794185
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",[0.22824074 0.53974825 0.23201102],negative,-0.31150752
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",[0.2244738  0.5343712  0.24115501],negative,-0.3098974
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,[0.22679162 0.5318839  0.24132454],negative,-0.30509228
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,[0.2325774  0.5348749  0.23254769],negative,-0.30229753
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",[0.23006809 0.5383054  0.23162654],negative,-0.3082373
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,[0.21901199 0.52903825 0.25194973],negative,-0.31002626
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,[0.22252317 0.53133285 0.24614401],negative,-0.3088097
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,[0.23070756 0.53261673 0.23667574],negative,-0.30190918
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",[0.22886953 0.5362106  0.23491986],negative,-0.30734107
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",[0.2285254  0.54144937 0.2300252 ],negative,-0.31292397
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",[0.226214   0.5374531  0.23633291],negative,-0.31123912
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",[0.23070224 0.5340243  0.23527342],negative,-0.30332208
"International sales rose by 59.8 % to EUR 1,244.4 mn .",[0.22041665 0.5329907  0.24659267],negative,-0.31257403
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,[0.23369405 0.5307464  0.23555954],negative,-0.29705235
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,[0.226469  0.5327423 0.2407887],negative,-0.30627334
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",[0.22278447 0.5358434  0.24137212],negative,-0.3130589
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",[0.22899514 0.53935015 0.23165469],negative,-0.310355
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,[0.22284588 0.5284497  0.24870442],negative,-0.30560383
Operating profit margin increased from 11.2 % to 11.7 % .,[0.2264427 0.5250122 0.2485451],negative,-0.2985695
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,[0.23235865 0.5403817  0.22725962],negative,-0.3080231
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,[0.22721398 0.5343079  0.23847815],negative,-0.30709392
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",[0.22174431 0.53547454 0.24278113],negative,-0.31373024
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",[0.23047759 0.5365026  0.23301983],negative,-0.30602503
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",[0.22857314 0.5269953  0.24443159],negative,-0.29842216
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",[0.22112554 0.5522253  0.22664914],negative,-0.33109975
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",[0.22973926 0.5417084  0.22855237],negative,-0.31196916
The Department Store Division reported an increase in sales of 4 per cent .,[0.23496504 0.526303   0.23873192],negative,-0.29133797
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,[0.23295525 0.53347015 0.23357457],negative,-0.3005149
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",[0.23019925 0.53504384 0.23475686],negative,-0.3048446
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",[0.22609279 0.53147197 0.24243526],negative,-0.30537918
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,[0.22575398 0.53167576 0.2425703 ],negative,-0.3059218
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,[0.23047405 0.54218966 0.2273363 ],negative,-0.3117156
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",[0.22583106 0.54653    0.22763893],negative,-0.32069895
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,[0.23124267 0.53766364 0.23109369],negative,-0.30642098
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,[0.22891736 0.5381443  0.23293838],negative,-0.30922693
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,[0.23015818 0.5361498  0.23369211],negative,-0.30599162
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,[0.22583073 0.54111475 0.23305446],negative,-0.315284
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",[0.22587827 0.5466498  0.22747192],negative,-0.32077155
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",[0.22193283 0.51178    0.26628715],negative,-0.2898472
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",[0.23060536 0.5397051  0.22968951],negative,-0.30909973
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",[0.2272967  0.5371758  0.23552752],negative,-0.30987906
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",[0.22808921 0.5381867  0.23372406],negative,-0.31009752
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",[0.22893709 0.5383389  0.23272395],negative,-0.3094018
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",[0.22920513 0.5378645  0.23293038],negative,-0.30865937
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",[0.22934802 0.53737766 0.23327434],negative,-0.30802965
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",[0.23181495 0.5351648  0.23302026],negative,-0.30334982
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",[0.2290473  0.53477496 0.23617774],negative,-0.30572766
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",[0.2300369  0.53837717 0.23158595],negative,-0.30834025
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",[0.22998942 0.53696936 0.23304121],negative,-0.30697995
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",[0.22947077 0.5374946  0.23303461],negative,-0.3080238
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",[0.22908558 0.537274   0.23364042],negative,-0.30818844
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",[0.22928351 0.5381836  0.23253292],negative,-0.30890012
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",[0.22924155 0.5393696  0.23138887],negative,-0.31012803
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",[0.22972536 0.5372691  0.23300554],negative,-0.30754375
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",[0.22991174 0.5355793  0.23450898],negative,-0.30566758
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",[0.23044613 0.5374414  0.23211247],negative,-0.30699524
Cargo volume increased by approximately 5 % .,[0.22313854 0.53292686 0.24393462],negative,-0.30978832
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",[0.22316024 0.5405906  0.23624921],negative,-0.31743035
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",[0.2276893  0.5451523  0.22715841],negative,-0.317463
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,[0.22704452 0.5408785  0.232077  ],negative,-0.31383395
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,[0.22771484 0.5437684  0.22851674],negative,-0.31605357
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,[0.2269608  0.54032606 0.23271313],negative,-0.31336528
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,[0.22586158 0.5401358  0.23400262],negative,-0.31427422
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,[0.23039825 0.5450859  0.2245158 ],negative,-0.31468767
EBIT margin was up from 1.4 % to 5.1 % .,[0.23352282 0.5338055  0.23267166],negative,-0.30028266
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",[0.2263783  0.5440041  0.22961758],negative,-0.31762576
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",[0.22578451 0.5269822  0.24723335],negative,-0.30119768
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",[0.21179165 0.56720024 0.22100818],negative,-0.3554086
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",[0.23421879 0.53373563 0.23204559],negative,-0.29951686
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,[0.23016743 0.5326073  0.23722519],negative,-0.30243987
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,[0.2303917  0.53935224 0.23025607],negative,-0.30896056
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",[0.22584404 0.53718233 0.23697363],negative,-0.3113383
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,[0.22868787 0.54293936 0.22837266],negative,-0.31425148
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,[0.23002309 0.54103863 0.22893828],negative,-0.31101555
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,[0.2273384  0.53785735 0.23480429],negative,-0.31051895
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",[0.2239464 0.5366395 0.2394141],negative,-0.31269312
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",[0.22269234 0.5477349  0.22957279],negative,-0.32504258
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,[0.22526318 0.5370296  0.2377072 ],negative,-0.31176645
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,[0.225441   0.54230654 0.23225245],negative,-0.31686556
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",[0.23147509 0.5376793  0.23084563],negative,-0.30620423
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",[0.2183929  0.5508215  0.23078562],negative,-0.33242857
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",[0.22655375 0.5349446  0.23850162],negative,-0.30839086
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",[0.22588222 0.53459454 0.23952325],negative,-0.3087123
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",[0.22578013 0.53155553 0.24266434],negative,-0.3057754
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",[0.22743584 0.53880745 0.23375668],negative,-0.31137162
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",[0.22524408 0.5346996  0.24005635],negative,-0.30945554
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",[0.23331748 0.5362866  0.23039593],negative,-0.3029691
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",[0.23184578 0.5389053  0.2292489 ],negative,-0.30705953
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",[0.22902544 0.5397183  0.23125626],negative,-0.31069285
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",[0.22171652 0.54499006 0.23329344],negative,-0.32327354
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",[0.22801939 0.5334897  0.23849086],negative,-0.30547032
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",[0.22782119 0.53670704 0.2354717 ],negative,-0.30888587
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",[0.22508784 0.5380795  0.2368327 ],negative,-0.31299168
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",[0.22610481 0.54002863 0.23386653],negative,-0.31392384
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,[0.22917676 0.54089993 0.22992335],negative,-0.31172317
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",[0.22739045 0.5374473  0.23516223],negative,-0.3100568
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",[0.22356509 0.5398728  0.23656206],negative,-0.31630772
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,[0.22466181 0.54021597 0.23512219],negative,-0.31555414
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",[0.21687348 0.55361146 0.22951503],negative,-0.336738
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",[0.21576716 0.5599291  0.2243038 ],negative,-0.34416193
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",[0.23597829 0.5376284  0.22639327],negative,-0.3016501
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",[0.21620458 0.55847365 0.22532174],negative,-0.34226906
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",[0.21769542 0.55730057 0.22500402],negative,-0.33960515
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",[0.22776307 0.54505974 0.22717711],negative,-0.31729668
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,[0.22722544 0.5290501  0.24372447],negative,-0.3018247
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",[0.22521761 0.5330106  0.24177179],negative,-0.307793
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",[0.2218803  0.5322792  0.24584049],negative,-0.31039888
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,[0.2283967  0.5320812  0.23952211],negative,-0.30368447
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",[0.22327317 0.5359395  0.24078733],negative,-0.31266636
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,[0.22941515 0.53680253 0.23378234],negative,-0.30738738
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",[0.22758229 0.53651905 0.23589866],negative,-0.30893677
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,[0.22542511 0.53458476 0.23999017],negative,-0.30915964
Operating profit rose to 22.1 mln eur from 19.9 mln .,[0.2223247  0.5372022  0.24047314],negative,-0.31487748
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,[0.23179056 0.5373934  0.230816  ],negative,-0.30560285
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,[0.23170473 0.5422811  0.22601418],negative,-0.31057638
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,[0.23152678 0.5376586  0.23081465],negative,-0.30613178
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,[0.2317425  0.54077774 0.22747976],negative,-0.30903524
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,[0.2260231  0.53140175 0.24257518],negative,-0.30537868
