sentence,logit,prediction,sentiment_score
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,[0.40517703 0.02754613 0.56727684],neutral,0.3776309
Dividends Unleashed At Royal Bank of Scotland Group plc,[0.05373611 0.05339739 0.89286655],neutral,0.0003387183
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",[0.09619379 0.1434682  0.760338  ],neutral,-0.04727441
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",[0.30136713 0.01390262 0.68473023],neutral,0.28746453
RBS and Barclays shares temporarily suspended amid heavily losses,[0.02212716 0.8790501  0.09882274],negative,-0.8569229
BP sees Q1 earnings slide as low oil prices take their toll,[0.01295076 0.96388406 0.02316515],negative,-0.9509333
Johnson Matthey revs up on clean air drive,[0.76985514 0.0424994  0.18764548],positive,0.7273557
Tesco boss urges rethink on minimum wage and business rates,[0.25473204 0.10601772 0.6392502 ],neutral,0.14871433
Is It Worth Investing In Tesco PLC And Prudential plc Now?,[0.04928302 0.00956194 0.941155  ],neutral,0.03972108
RBS will reportedly appoint Howard Davies as its next chairman,[0.02756572 0.02043946 0.95199484],neutral,0.007126255
UPDATE 1-Seattle flotilla protests Shell's Arctic drilling plans,[0.0137243  0.958279   0.02799671],negative,-0.9445547
Petrofac books further Â£30m cost for Shetland gas terminal delays,[0.12012409 0.04851363 0.83136225],neutral,0.071610466
G4S suspends workers at UK youth centre over allegations of unnecessary force,[0.01635936 0.95337343 0.03026718],negative,-0.9370141
TalkTalk hires BAE Systems to investigate cyber attack,[0.07964907 0.38602638 0.5343245 ],neutral,-0.30637732
Osborne extends Lloyds sell-off plan,[0.21433029 0.13501897 0.65065074],neutral,0.07931131
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,[0.01010713 0.9746139  0.01527905],negative,-0.96450675
CompaniesLord Livingston joins Dixons Carphone,[0.09855237 0.2406862  0.6607614 ],neutral,-0.14213383
Tesco names Deloitte as new auditor after accounting scandal,[0.04351682 0.22816099 0.72832215],neutral,-0.18464418
World's banks may halve jobs and branches within 10 years - Barclays ex-boss,[0.02242975 0.931222   0.0463483 ],negative,-0.90879226
Severn Trent share price rises as first half profit inches up as customer ...,[0.8926313  0.06039266 0.04697605],positive,0.8322386
Clinigen chosen by AstraZeneca to manage access programme for next ...,[0.17897467 0.00474698 0.8162784 ],neutral,0.1742277
Valeant's Pearson says timing of return uncertain,[0.03343084 0.0139903  0.9525789 ],neutral,0.019440548
Aviva suspends trading in Â£1.8bn UK property fund,[0.01855377 0.93417597 0.04727029],negative,-0.9156222
Horizonte acquires neighbouring Glencore nickel property in Brazil,[0.08625307 0.00802546 0.9057214 ],neutral,0.07822761
Indy future in doubt as Johnston Press lines up deal for 'i',[0.04696249 0.8425879  0.11044952],negative,-0.7956254
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,[0.84516907 0.02184508 0.13298588],positive,0.82332397
"BHP Billiton half-year profit falls, beats forecasts",[0.00951787 0.9719092  0.0185729 ],negative,-0.9623914
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,[0.04777801 0.00708679 0.9451352 ],neutral,0.04069122
Barclays to speed up cost-cuts after new mis-selling hit,[0.73787594 0.1531099  0.10901424],positive,0.58476603
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",[0.10510641 0.09488001 0.8000136 ],neutral,0.010226399
HSBC Hit by Fresh Details of Tax Evasion Claims,[0.13068715 0.6646102  0.2047027 ],negative,-0.53392303
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",[0.44085285 0.0127272  0.5464199 ],neutral,0.42812565
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",[0.8801773  0.02572417 0.09409862],positive,0.85445315
Wolseley says Nicholls won't join as finance chief,[0.04728383 0.44532686 0.50738925],neutral,-0.39804304
UK lawmakers warn Royal Mail against further price hikes,[0.06070165 0.8474676  0.09183076],negative,-0.78676593
StanChart and RBS struggle in Bank of England stress tests,[0.02415468 0.9154527  0.06039254],negative,-0.89129806
StanChart may see white knight takeover on painful recovery - CLSA,[0.16113071 0.05886938 0.7799999 ],neutral,0.10226133
AstraZeneca suffers setback after drug fails to treat eye cancer,[0.01543639 0.9711556  0.01340803],negative,-0.9557192
News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,[0.05806204 0.74949884 0.1924391 ],negative,-0.6914368
Retail giant Kingfisher reports 'solid' start to the year,[0.94143313 0.02218126 0.0363856 ],positive,0.91925186
Unilever Continues to Battle Soft Demand,[0.5838979  0.05988408 0.356218  ],positive,0.5240138
Fresnillo Production Surges But Profit Hit By Lower Prices,[0.03692742 0.93866795 0.02440464],negative,-0.90174055
Helge Lund moves to BG a month early,[0.07052869 0.1573246  0.7721467 ],neutral,-0.08679591
"Tesco set to sell Kipa, Giraffe businesses - Sky News",[0.04593604 0.00728321 0.94678074],neutral,0.038652826
"RBS warns of higher misconduct charges, obstacles ahead",[0.02610678 0.9147923  0.05910095],negative,-0.8886855
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",[0.11118753 0.00523455 0.8835779 ],neutral,0.10595297
Standard Life slips as Greek worries peg back Britain's FTSE,[0.01629033 0.95982057 0.02388903],negative,-0.94353026
Glencore sells agri unit stake for $2.5 billion to Canadian pension fund,[0.07131783 0.04476031 0.8839219 ],neutral,0.026557524
FCA bans former RBS Libor submitter,[0.02342021 0.90892434 0.06765541],negative,-0.8855041
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,[0.28397635 0.09459296 0.62143064],neutral,0.18938339
Standard Chartered Not Raising Capital Yet As Dividend Cut,[0.10368243 0.05821422 0.8381033 ],neutral,0.04546821
"Tesco set to sell Kipa, Giraffe businesses - Sky News",[0.04593604 0.00728321 0.94678074],neutral,0.038652826
United Utilities FY profit up 3.5%; to boost capex,[0.9318551  0.04441204 0.02373277],positive,0.88744307
Sale of Tesco's Clubcard business to WPP on the verge of collapse,[0.04909445 0.26369646 0.6872091 ],neutral,-0.21460201
UK's Osborne may sell state-owned RBS shares at a loss -paper,[0.04819732 0.37668768 0.575115  ],neutral,-0.32849035
Tesco Sale Is Asia's Biggest Private-Equity Deal,[0.18980274 0.00633806 0.8038592 ],neutral,0.18346468
Industry NewsWolseley confident in reslilience amid mixed markets,[0.88805956 0.06132746 0.05061295],positive,0.8267321
Japan's Nikkei lands Financial Times in $1.3 billion deal,[0.3598593  0.29572418 0.34441653],positive,0.064135104
UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,[0.02364976 0.01146601 0.9648842 ],neutral,0.01218375
UK regulators license BAT e-cigarette as quit-smoking medicine,[0.02248075 0.03072019 0.94679904],neutral,-0.008239433
"Aviva, M&G suspend property funds as investors panic",[0.03267192 0.20582025 0.76150787],neutral,-0.17314833
British American Tobacco drops and sues PwC over pollution scandal,[0.01806056 0.94010997 0.0418295 ],negative,-0.9220494
Aberdeen's shares slide as net outflows accelerate,[0.01196698 0.9703537  0.01767928],negative,-0.9583867
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,[0.88517934 0.03990491 0.07491578],positive,0.84527445
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",[0.04292766 0.36795652 0.58911586],neutral,-0.32502887
Standard Chartered share price: Aberdeen CEO would back potential capital increase,[0.12206225 0.05618555 0.82175225],neutral,0.0658767
Severn Trent share price jumps as Canadian investor renews pursuit of utility,[0.49804637 0.3633802  0.13857341],positive,0.13466617
France raises concerns over proposed LSE-Deutsche Boerse deal,[0.02178383 0.9306823  0.0475339 ],negative,-0.9088985
Bunzl blames weakness in United States for first-half revenue slowdown,[0.01420845 0.9546716  0.03111998],negative,-0.9404632
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,[0.02680097 0.905521   0.06767805],negative,-0.87872
Tushar Morzaria is bookies' favourite to be new Barclays chief executive,[0.08112814 0.02782409 0.8910478 ],neutral,0.053304046
CompaniesG4S claims 'positive' start to the year,[0.9408409  0.02920835 0.02995075],positive,0.91163254
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",[0.23178332 0.1720256  0.59619105],neutral,0.05975771
Shares in BAE Systems hit 10-month high on rating upgrade,[0.9228879  0.02187504 0.05523698],positive,0.9010129
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,[0.02395569 0.01802853 0.95801574],neutral,0.005927166
Royal Dutch Shell plc: Shell Updates on Alaska Exploration,[0.04633222 0.00852417 0.94514364],neutral,0.037808053
City spirits sink after Diageo comes up short with sales slide,[0.02004835 0.9535467  0.02640485],negative,-0.9334983
Tesco sales recover as focus returns to core business,[0.4779861  0.47728258 0.0447313 ],positive,0.0007035136
London Stock Exchange unit in talks to operate Plato venue,[0.02386912 0.01926424 0.9568667 ],neutral,0.0046048835
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,[0.83499044 0.0063326  0.1586769 ],positive,0.82865787
GSK joins China trade push as UK trumpets healthcare deals,[0.29237834 0.2336907  0.47393104],neutral,0.058687642
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",[0.04195401 0.62438446 0.33366153],negative,-0.5824304
HSBC marks muted 150th birthday party with grain of rice sculptures,[0.15248613 0.02304872 0.82446516],neutral,0.12943742
Barclays appoints JPMorgan's Paul Compton as new COO,[0.05247476 0.01358924 0.93393594],neutral,0.03888552
Standard Chartered Shares Jump Most Since '12 After Upgrades,[0.62100667 0.27786973 0.10112365],positive,0.34313694
Italy Probes Shell's Role in Purchase of Nigerian Oil Block,[0.04223382 0.36922556 0.5885406 ],neutral,-0.32699174
Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,[0.0231487  0.93507737 0.04177391],negative,-0.91192865
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,[0.5652812  0.36382338 0.07089542],positive,0.20145783
Randgold profit hit by poor gold price but dividend still increases,[0.14929198 0.78837454 0.06233345],negative,-0.63908255
AstraZeneca does US$770mln anaesthetic deal,[0.08163523 0.21172367 0.70664114],neutral,-0.13008845
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,[0.28397635 0.09459296 0.62143064],neutral,0.18938339
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,[0.12906983 0.7990794  0.07185075],negative,-0.6700096
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,[0.03961703 0.01321592 0.9471671 ],neutral,0.026401114
Pearson to cut 4000 jobs as it warns on profits,[0.02606141 0.92554736 0.04839117],negative,-0.89948595
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",[0.18803798 0.3114455  0.5005165 ],neutral,-0.12340753
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,[0.07747647 0.49885315 0.42367035],negative,-0.42137668
"Intertek Hit By Pound Strength, Oil & Gas Slowdown; Still Ups Dividend",[0.10124928 0.72758055 0.1711702 ],negative,-0.62633127
Tesco says recovery plan working after profit collapse,[0.5698975  0.08467342 0.34542906],positive,0.48522407
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,[0.43939257 0.00609198 0.5545154 ],neutral,0.43330058
Shell and BG Shareholders to Vote on Deal at End of January,[0.20162077 0.01382349 0.78455573],neutral,0.18779728
"Intercontinental Hotels, Starwood held early deal talks - FT",[0.09176331 0.00797625 0.90026045],neutral,0.08378707
Warren Buffett's Berkshire Hathaway buys stake in Apple,[0.07470722 0.01064937 0.9146434 ],neutral,0.06405786
Sunday Papers: Shire told to raise its offer by Baxalta investors,[0.40069902 0.0801384  0.5191626 ],neutral,0.32056063
"Britain's FTSE bounces back, Mondi and Barratt lead",[0.3910119  0.2584915  0.35049665],positive,0.1325204
Glencore slashes 2015 capex budget as annual profits slip 2%,[0.0121065  0.9742289  0.01366462],negative,-0.96212244
Anheuser-Busch InBev Increases Offer for Rival SABMiller,[0.80165946 0.08855656 0.10978391],positive,0.71310294
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,[0.06167816 0.06489705 0.87342477],neutral,-0.0032188818
"UPDATE 2-Exchanges, Barclays win dismissal of US high-frequency trading case",[0.35543093 0.18129852 0.46327052],neutral,0.1741324
MarketsUS industrials lag as Barclays dims view,[0.04704317 0.8682656  0.08469114],negative,-0.8212224
Zurich Insurance Considering Offer for UK Rival RSA Insurance,[0.09366638 0.01718351 0.8891501 ],neutral,0.07648287
US DOJ antitrust unit subpoenas Mylan over pricing of doxycycline,[0.01911826 0.927663   0.05321877],negative,-0.9085448
AstraZeneca sells US gout drug rights to Ironwood for up to $265 million,[0.06542098 0.00667995 0.9278991 ],neutral,0.058741026
"Shell, Chevron Await LNG's Return From `Pause Mode'",[0.10182837 0.04368889 0.8544827 ],neutral,0.05813948
Companies raise less money on London Stock Exchange in 2015,[0.03258364 0.83657545 0.13084091],negative,-0.8039918
Shell and BG Shareholders to Vote on Deal at End of January,[0.20162077 0.01382349 0.78455573],neutral,0.18779728
Glencore shares rally after miner hits back,[0.52016497 0.40226588 0.07756922],positive,0.11789909
ABN Amro: Bank that brought down RBS poised for return to the market,[0.12868696 0.09551935 0.7757937 ],neutral,0.033167616
Verizon and AT&T accused of hurting rivals,[0.03658057 0.7743657  0.1890537 ],negative,-0.73778516
ARM swings to profit in fourth quarter,[0.30316073 0.6228406  0.07399868],negative,-0.31967986
Johnson Matthey profit falls but dividend rises,[0.01724651 0.9591277  0.02362584],negative,-0.94188124
Auto Trader share price surges as company floats on LSE,[0.08250809 0.8598478  0.05764408],negative,-0.7773397
ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,[0.05472351 0.03891305 0.9063635 ],neutral,0.01581046
Hargreaves Landown slides on trading update,[0.07304937 0.10862403 0.8183266 ],neutral,-0.03557466
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",[0.01476831 0.94642985 0.03880187],negative,-0.93166155
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",[0.94748837 0.01573896 0.03677271],positive,0.9317494
Shell Targets Gains From Brazil to LNG With Takeover of BG Group,[0.83267766 0.03985873 0.12746365],positive,0.7928189
Four former Barclays bankers jailed over Libor,[0.03542921 0.84598136 0.11858949],negative,-0.8105522
Tesco Cut to Junk at Moody's on Concern Revival to Take Time,[0.02202057 0.95559376 0.02238566],negative,-0.9335732
LPC-Glencore launches refinancing of $8.45billion loan,[0.64324826 0.00814778 0.34860396],positive,0.6351005
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",[0.6387384  0.0535716  0.30768996],positive,0.5851668
Easyjet targets business travellers with new perks,[0.05289954 0.01101893 0.9360816 ],neutral,0.041880608
BP joins forces with Det Norske in Norway,[0.18326384 0.03465863 0.7820776 ],neutral,0.14860521
Shire proposes $30 bln all-share tie-up with Baxalta,[0.13314499 0.00496195 0.86189306],neutral,0.12818304
Tesco sales rise shows tentative recovery continues,[0.7995558  0.16633977 0.0341045 ],positive,0.633216
Valeant Names Interim Leader as CEO Remains Hospitalized,[0.04794597 0.3799411  0.5721129 ],neutral,-0.33199513
AstraZeneca weighing up Acerta bid to secure blood cancer drug,[0.5471926  0.0777237  0.37508374],positive,0.4694689
BP asks for lower fine in penalty phase of Gulf spill trial,[0.42892167 0.3687813  0.20229706],positive,0.06014037
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,[0.92342573 0.03870512 0.03786916],positive,0.8847206
"Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited",[0.08428333 0.01838535 0.89733136],neutral,0.06589799
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,[0.58887845 0.3462288  0.06489273],positive,0.24264964
SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,[0.8180493  0.14429824 0.03765254],positive,0.67375106
Silicon Fen' champion brings exacting approach to Rolls-Royce,[0.10471228 0.01127542 0.8840123 ],neutral,0.09343686
Tesco Said to Discuss Central and Eastern European Unit Sale,[0.04536926 0.00997616 0.9446545 ],neutral,0.035393104
Glencore launches refinancing of credit line,[0.23112614 0.01076834 0.7581056 ],neutral,0.2203578
Should You Follow Berkshire Hathaway Into Apple Stock?,[0.04643358 0.00841087 0.94515556],neutral,0.038022704
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,[0.560136   0.05683105 0.3830329 ],positive,0.50330496
FDA approves Shire's Vyvanse for binge-eating disorder,[0.77234083 0.02201997 0.2056392 ],positive,0.75032085
Entertainment One dispels ITV takeover rumours,[0.12878801 0.3344824  0.5367296 ],neutral,-0.20569439
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",[0.42376205 0.54189265 0.03434537],negative,-0.118130594
Oil Giant Shell to Cut Around 2800 Jobs Amid BG Takeover,[0.01478526 0.966309   0.0189057 ],negative,-0.9515238
BAE Systems banks on US defence spending to fix sales slide,[0.04454957 0.8041653  0.15128514],negative,-0.7596157
UK Christmas power demand to be lowest in 16 years â€“ National Grid,[0.04411072 0.8435322  0.11235709],negative,-0.7994215
CompaniesCompass serves up half year profit rise,[0.4233645  0.11534417 0.46129134],neutral,0.30802032
UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100,[0.05737146 0.0207708  0.9218578 ],neutral,0.03660066
InterContinental Hotels Group share price climbs on $1.5bn special dividend,[0.78241897 0.05167409 0.16590694],positive,0.7307449
AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,[0.08463436 0.00787017 0.9074955 ],neutral,0.076764196
Amazon to attack UK grocery market with Morrisons deal,[0.02531054 0.8708058  0.10388372],negative,-0.8454953
Tesco made a bit of a crucial error in this promotion for Ramadan...,[0.05707915 0.7724482  0.17047271],negative,-0.71536905
"Falling oil prices hurt Hunting, Weir Group",[0.02574928 0.9257496  0.0485011 ],negative,-0.90000033
Morning Agenda: Shire's Deal for NPS,[0.21913402 0.00976274 0.7711032 ],neutral,0.20937128
AstraZeneca wins FDA approval for key new lung cancer pill,[0.86479783 0.04606686 0.08913536],positive,0.81873095
FCA set to fine Lloyds record Â£100m over PPI,[0.20530452 0.22688222 0.5678132 ],neutral,-0.021577701
"Barclays's Next CEO Should Be Investment Banker, Aberdeen Says",[0.02688896 0.01675696 0.9563541 ],neutral,0.010132002
RBS and Barclays shares temporarily suspended amid heavily losses,[0.02212716 0.8790501  0.09882274],negative,-0.8569229
Shire to buy NPS for $5.2 billion to boost rare disease drugs,[0.5842016  0.0169133  0.39888513],positive,0.5672883
Tesco's boardroom clearout continues,[0.05446843 0.76325125 0.18228035],negative,-0.7087828
BHP Billiton says no settlement yet on Brazil dam disaster,[0.0684538  0.35898218 0.572564  ],neutral,-0.2905284
Arm buoyed by race to build the internet of things,[0.82455426 0.02558874 0.14985701],positive,0.7989655
AstraZeneca diabetes drug combination faces delay after FDA rebuff,[0.06870161 0.42053223 0.51076615],neutral,-0.3518306
Amazon's grocery deal with Morrisons is only the beginning,[0.04531063 0.01682073 0.9378686 ],neutral,0.028489893
BAE Systems's sales boosted by European Typhoon and currencies,[0.93313235 0.01304947 0.05381824],positive,0.92008287
CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,[0.63112354 0.15603112 0.21284537],positive,0.4750924
Barclays CEO poaches risk head from JP Morgan,[0.03082185 0.85818243 0.1109957 ],negative,-0.8273606
BP signs $12 billion energy deal in Egypt,[0.50777113 0.04608186 0.44614702],positive,0.4616893
Shire says internal synergy goals from Baxalta deal higher,[0.38624614 0.01102606 0.6027278 ],neutral,0.3752201
WPP wins race for 'programmatic buying' agency Essence Digital,[0.85674745 0.03049393 0.11275862],positive,0.82625353
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,[0.12740298 0.00976704 0.86283   ],neutral,0.117635936
AstraZeneca investment eats into profit,[0.10553506 0.62180406 0.2726609 ],negative,-0.51626897
"AstraZeneca bags another cancer drug deal, this time with Inovio",[0.603209   0.01609155 0.38069952],positive,0.5871175
CompaniesCentrica shares drop 7% amid capital raise,[0.01377057 0.96590984 0.02031961],negative,-0.95213926
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,[0.02295268 0.9238503  0.05319709],negative,-0.9008976
UPDATE 1-Britain's Tullow says makes new oil find in Kenya,[0.78063875 0.07082699 0.14853428],positive,0.70981175
Britain's power supplies enough to meet winter demand - National Grid,[0.3626367  0.02530887 0.61205447],neutral,0.3373278
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,[0.04152987 0.00624279 0.95222735],neutral,0.035287082
UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,[0.508021   0.02392354 0.4680555 ],positive,0.48409745
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",[0.7369934  0.1000063  0.16300038],positive,0.6369871
PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters,[0.04169295 0.71290416 0.2454029 ],negative,-0.6712112
Shell CEO van Beurden's remuneration fell in 2015,[0.01580404 0.9562361  0.02795988],negative,-0.9404321
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",[0.13990723 0.546104   0.31398878],negative,-0.40619677
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",[0.04292766 0.36795652 0.58911586],neutral,-0.32502887
Shell seeks to remove Greenpeace activists from oil rig,[0.03755067 0.7962693  0.16618   ],negative,-0.7587186
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",[0.23178332 0.1720256  0.59619105],neutral,0.05975771
Pearson Forecasts Rising Earnings as Reorganization Pays Off,[0.9175505  0.01634802 0.06610145],positive,0.9012025
Morrisons faces festive sales test,[0.39576194 0.07466102 0.5295771 ],neutral,0.32110092
Aviva shuts Friends Life head office in rapid integration move,[0.01705785 0.9318261  0.05111606],negative,-0.9147683
Tesco to pay Â£8m to settle class-action lawsuit after accounting scandal,[0.07237075 0.7681037  0.15952553],negative,-0.69573295
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,[0.04190524 0.02229266 0.93580216],neutral,0.019612571
